row_label_raw,row_label_full,Số đầu năm > Vay trong năm,Năm nay > 5.771.364.507.706 > 3.299.753.557.392,VNDNăm trước > 4.479.910.811.077 > 7.351.034.066.654,numeric__Năm nay > 5.771.364.507.706 > 3.299.753.557.392,numeric__VNDNăm trước > 4.479.910.811.077 > 7.351.034.066.654
Trả nợ gốc vay,Trả nợ gốc vay,Trả nợ gốc vay,(3.699.068.301.762),(5.582.160.671.357),-3699068301762.0,-5582160671357.0
Trái phiếu đã chuyển đổi trong năm,Trái phiếu đã chuyển đổi trong năm,Trái phiếu đã chuyển đổi trong năm,-,(140.000.000.000),,-140000000000.0
Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,Chi phí phát hành trái phiếu,(20.000.000),(28.058.000.000),-20000000.0,-28058000000.0
Phân bổ chi phí phát hành trái phiếu,Phân bổ chi phí phát hành trái phiếu,Phân bổ chi phí phát hành trái phiếu,12.206.813.956,21.395.071.767,12206813956.0,21395071767.0
Giảm do thanh lý công ty con,Giảm do thanh lý công ty con,Giảm do thanh lý công ty con,(94.936.874.474),(330.756.770.435),-94936874474.0,-330756770435.0
Số cuối năm,Số cuối năm,Số cuối năm,5.289.299.702.818,5.771.364.507.706,5289299702818.0,5771364507706.0
