row_label_raw,row_label_full,Tên công ty con,Tên công ty con_1,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tỷ lệ biểu quyết,Tỷ lệ biểu quyết_1,numeric__Tên công ty con_1,numeric__Lĩnh vực kinh doanh,numeric__Tình trạng hoạt động,numeric__Tỷ lệ biểu quyết,numeric__Tỷ lệ biểu quyết_1
Tên công ty con,Tên công ty con,Tên công ty con,Tên công ty con,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tại ngày 31 tháng 12 năm 2023 (%),Tại ngày 31 tháng 12 năm 2022 (%),,,,,
Lĩnh vực dịch vụ bất động sản (tiếp theo),Lĩnh vực dịch vụ bất động sản (tiếp theo),Lĩnh vực dịch vụ bất động sản (tiếp theo),Lĩnh vực dịch vụ bất động sản (tiếp theo),Lĩnh vực dịch vụ bất động sản (tiếp theo),Lĩnh vực dịch vụ bất động sản (tiếp theo),Lĩnh vực dịch vụ bất động sản (tiếp theo),Lĩnh vực dịch vụ bất động sản (tiếp theo),,,,,
(51),Lĩnh vực dịch vụ bất động sản (tiếp theo) > (51),(51),"Công ty Cổ phần Bất động sản Linkgroup (""Linkgroup"")",Kinh doanh và môi giới BĐS,Đang hoạt động,"80,47","80,47",,,,80.47,80.47
(52),Lĩnh vực dịch vụ bất động sản (tiếp theo) > (52),(52),"Công ty TNHH Đầu tư Linkland (""Linkland Invest"")",Kinh doanh và môi giới BĐS,Đang hoạt động,100,100,,,,100.0,100.0
(53),Lĩnh vực dịch vụ bất động sản (tiếp theo) > (53),(53),"Công ty Cổ phần Đầu tư Bất động sản Linkhouse (""Linkhouse"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
(54),Lĩnh vực dịch vụ bất động sản (tiếp theo) > (54),(54),"Công ty Cổ phần Bất động sản Linkhouse Miền Trung (""Linkhouse Miền Trung"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
(55),Lĩnh vực dịch vụ bất động sản (tiếp theo) > (55),(55),"Công ty Cổ phần Bất động sản Ecohome (""Ecohome"")",Kinh doanh và môi giới BĐS,Đang hoạt động,100,100,,,,100.0,100.0
(56),Lĩnh vực dịch vụ bất động sản (tiếp theo) > (56),(56),"Công ty Cổ phần Dịch vụ và Đầu tư Bất động sản Hùng Vương (""Hùng Vương"")",Kinh doanh và môi giới BĐS,Đang hoạt động,"54,26","54,26",,,,54.26,54.26
(57),Lĩnh vực dịch vụ bất động sản (tiếp theo) > (57),(57),"Công ty Cổ phần Dịch vụ và Đầu tư Bất động sản Kinh Bắc (""Kinh Bắc"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
(58),Lĩnh vực dịch vụ bất động sản (tiếp theo) > (58),(58),"Công ty Cổ phần Bất động sản S-Homes Group (""S-Homes"")",Kinh doanh và môi giới BĐS,Đang hoạt động,87,87,,,,87.0,87.0
(59),Lĩnh vực dịch vụ bất động sản (tiếp theo) > (59),(59),"Công ty Cổ phần Dịch vụ Bất động sản Duyên Hải Miền Tây (""Duyên Hải Miền Tây"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
(60),Lĩnh vực dịch vụ bất động sản (tiếp theo) > (60),(60),"Công ty Cổ phần Công nghệ Dịch vụ Môi giới Ohio (""Ohio"")",Kinh doanh và môi giới BĐS,Đang hoạt động,"70,31","70,31",,,,70.31,70.31
(61),Lĩnh vực dịch vụ bất động sản (tiếp theo) > (61),(61),"Công ty Cổ phần Tiptek (trước đây là Công ty Cổ phần Dịch vụ Bất động sản Quốc Tế"")",Kinh doanh và môi giới BĐS,Đang hoạt động,"64,90","64,90",,,,64.9,64.9
