row_label_raw,row_label_full,Tên công ty con,Tên công ty con_1,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tỷ lệ biểu quyết,Tỷ lệ biểu quyết_1,numeric__Tên công ty con_1,numeric__Lĩnh vực kinh doanh,numeric__Tình trạng hoạt động,numeric__Tỷ lệ biểu quyết,numeric__Tỷ lệ biểu quyết_1
Tên công ty con,Tên công ty con,Tên công ty con,Tên công ty con,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tại ngày 31 tháng 12 năm 2023 (%),Tại ngày 31 tháng 12 năm 2022 (%),,,,,
Lĩnh vực khác,Lĩnh vực khác,Lĩnh vực khác,Lĩnh vực khác,Lĩnh vực khác,Lĩnh vực khác,Lĩnh vực khác,Lĩnh vực khác,,,,,
(70),Lĩnh vực khác > (70),(70),"Công ty TNHH Xây dựng Thương mại Dịch vụ Hà Thuận Hùng (""Hà Thuận Hùng"")",Xây dựng,Đang hoạt động,"99,99","99,98",,,,99.99,99.98
(71),Lĩnh vực khác > (71),(71),"Công ty Cổ phần Công Nghệ Bất động sản Việt Nam (""Công Nghệ BĐS"")",Phát triển công nghệ,Đang hoạt động,"50,99","50,99",,,,50.99,50.99
(72),Lĩnh vực khác > (72),(72),"Công ty Cổ phần Công nghệ Ihouzz (""Công nghệ Thông tin BĐS"")",Phát triển công nghệ,Đang hoạt động,"53,54","53,54",,,,53.54,53.54
(73),Lĩnh vực khác > (73),(73),"Công ty Cổ phần Dịch vụ Quản lý Tài sản và Đầu tư Asahi Japan (""Asahi"")",Quản lý tài sản và đầu tư BĐS,Đang hoạt động,51,"51,52",,,,51.0,51.52
(74),Lĩnh vực khác > (74),(74),"Công ty Cổ phần Dịch vụ Tài chính Bất động sản Tulip (""Tulip"")",Dịch vụ tài chính,Đang hoạt động,60,60,,,,60.0,60.0
(75),Lĩnh vực khác > (75),(75),"Công ty TNHH Nông nghiệp Lifarm (""Lifarm"")",Nông nghiệp,Đang hoạt động,100,100,,,,100.0,100.0
(76),Lĩnh vực khác > (76),(76),"Công ty Cổ phần Tư vấn Đầu tư S-Advices (""S-Advices"")",Tư vấn quản lý,Đang hoạt động,98,98,,,,98.0,98.0
(77),Lĩnh vực khác > (77),(77),"Công ty TNHH Tư vấn S-Media (""S-Media"")",Quảng cáo,Đang hoạt động,99,99,,,,99.0,99.0
(78),Lĩnh vực khác > (78),(78),"Công ty TNHH S-O Farm (""S-O Farm"")",Nông nghiệp,Đang hoạt động,"98,57","98,43",,,,98.57,98.43
(79),Lĩnh vực khác > (79),(79),"Công ty TNHH Regal Food (""Regal"")",Thực phẩm,Đang hoạt động,100,100,,,,100.0,100.0
(80),Lĩnh vực khác > (80),(80),"Công ty TNHH Công nghệ S-Tech (""S-Tech"")",Phát triển công nghệ,Đang hoạt động,100,100,,,,100.0,100.0
(81),Lĩnh vực khác > (81),(81),Công ty Cổ phần dịch vụ Asahi Luxstay,Tư vấn quản lý,Đang hoạt động,51,-,,,,51.0,
(82),Lĩnh vực khác > (82),(82),Công ty TNHH MTV Regal Hotels&Resort,Cơ sở lưu trú du lịch,Đang hoạt động,100,-,,,,100.0,
(83),Lĩnh vực khác > (83),(83),Công Ty Cổ Phần Đất Xanh Commercial,"Tư vấn, môi giới BĐS",Đang hoạt động,70,-,,,,70.0,
(84),Lĩnh vực khác > (84),(84),Công Ty Cổ Phần Thương Mại Dịch Vụ Việt Nhật Cares,Vệ sinh nhà cửa,Đang hoạt động,51,-,,,,51.0,
