row_label_raw,row_label_full,Tên công ty con,Tên công ty con_1,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tỷ lệ biểu quyết,Tỷ lệ biểu quyết_1,numeric__Tên công ty con_1,numeric__Lĩnh vực kinh doanh,numeric__Tình trạng hoạt động,numeric__Tỷ lệ biểu quyết,numeric__Tỷ lệ biểu quyết_1
Tên công ty con,Tên công ty con,Tên công ty con,Tên công ty con,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tại ngày 31 tháng 12 năm 2023 (%),Tại ngày 31 tháng 12 năm 2022 (%),,,,,
Lĩnh vực kinh doanh bất động sản (tiếp theo),Lĩnh vực kinh doanh bất động sản (tiếp theo),Lĩnh vực kinh doanh bất động sản (tiếp theo),Lĩnh vực kinh doanh bất động sản (tiếp theo),Lĩnh vực kinh doanh bất động sản (tiếp theo),Lĩnh vực kinh doanh bất động sản (tiếp theo),Lĩnh vực kinh doanh bất động sản (tiếp theo),Lĩnh vực kinh doanh bất động sản (tiếp theo),,,,,
(38),Lĩnh vực kinh doanh bất động sản (tiếp theo) > (38),(38),"Công ty Cổ phần Bất động sản Nam Miền Trung (""Đất Xanh Nam Miền Trung"")",Kinh doanh và môi giới BĐS,Đang hoạt động,"51,68","52,38",,,,51.68,52.38
(39),Lĩnh vực kinh doanh bất động sản (tiếp theo) > (39),(39),"Công ty Cổ phần Bất động sản Duyên Hải (""Đất Xanh Duyên Hải"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
(40),Lĩnh vực kinh doanh bất động sản (tiếp theo) > (40),(40),"Công ty Cổ phần Phát triển Bất động sản Emerald (""Đất Xanh Emerald"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
(41),Lĩnh vực kinh doanh bất động sản (tiếp theo) > (41),(41),"Công ty TNHH MTV Phát triển Đô thị (""Đất Xanh Quảng Ngãi"")",Kinh doanh và môi giới BĐS,Đang hoạt động,100,100,,,,100.0,100.0
(42),Lĩnh vực kinh doanh bất động sản (tiếp theo) > (42),(42),"Công ty Cổ phần DXMD Việt Nam (trước đây là Công ty Cổ phần Đầu tư và Dịch vụ Đất Xanh Miền Đông (""Đất Xanh Miền Đông"")",Kinh doanh và môi giới BĐS,Đang hoạt động,61,61,,,,61.0,61.0
(43),Lĩnh vực kinh doanh bất động sản (tiếp theo) > (43),(43),"Công ty Cổ phần Bất động sản Cần Thơ (""BĐS Cần Thơ"")",Kinh doanh và môi giới BĐS,Đang hoạt động,78,51,,,,78.0,51.0
(44),Lĩnh vực kinh doanh bất động sản (tiếp theo) > (44),(44),"Công ty Cổ phần Dịch vụ Bất động sản Nam Miền Tây (""BĐS Nam Miền Tây"")",Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
(45),Lĩnh vực kinh doanh bất động sản (tiếp theo) > (45),(45),"Công ty TNHH MTV Smart Property (""Smart Prop"")",Kinh doanh và môi giới BĐS,Đang hoạt động,100,100,,,,100.0,100.0
(46),Lĩnh vực kinh doanh bất động sản (tiếp theo) > (46),(46),"Công ty TNHH Phát triển Đô thị Quảng Bình (""Đất Xanh Quảng Bình"")",Kinh doanh và môi giới BĐS,Đang hoạt động,100,100,,,,100.0,100.0
(47),Lĩnh vực kinh doanh bất động sản (tiếp theo) > (47),(47),"Công ty Cổ phần Đầu tư Đồng Nai (""Đầu tư Đồng Nai"")",Kinh doanh và môi giới BĐS,Đang hoạt động,100,100,,,,100.0,100.0
(48),Lĩnh vực kinh doanh bất động sản (tiếp theo) > (48),(48),"Công ty Cổ phần Đầu tư Kinh doanh Bất động sản Đồng Nai (""BĐS Đồng Nai"")",Kinh doanh và môi giới BĐS,Đang hoạt động,100,100,,,,100.0,100.0
(49),Lĩnh vực kinh doanh bất động sản (tiếp theo) > (49),(49),"Công ty Cổ phần Bất động sản GPT (""Đất Xanh Premium"")",Kinh doanh và môi giới BĐS,Đang hoạt động,59,59,,,,59.0,59.0
(50),Lĩnh vực kinh doanh bất động sản (tiếp theo) > (50),(50),Công ty Cổ phần Bất Đông Sản Indochine,Kinh doanh và môi giới BĐS,Đang hoạt động,51,51,,,,51.0,51.0
