row_label_raw,row_label_full,Ngân hàng > Ngân hàng TMCP Việt Nam Thịnh Vượng > Ngân hàng TMCP Công thương Việt Nam > Ngân hàng TMCP Hàng hải Việt Nam,Số cuối năm > 1.679.079.060.590 > 782.432.000.000 > 147.951.392.043,VND Số đầu năm > 1.335.312.499.999 > 818.768.000.000 > 159.959.402.947,numeric__Số cuối năm > 1.679.079.060.590 > 782.432.000.000 > 147.951.392.043,numeric__VND Số đầu năm > 1.335.312.499.999 > 818.768.000.000 > 159.959.402.947
Ngân hàng TMCP Đệ Nhất - Chi nhánh Hồ Chí Minh,Ngân hàng TMCP Đệ Nhất - Chi nhánh Hồ Chí Minh,Ngân hàng TMCP Đệ Nhất - Chi nhánh Hồ Chí Minh,50.555.555.556,152.625.000.000,50555555556.0,152625000000.0
Ngân hàng TMCP Kỹ Thương Việt Nam,Ngân hàng TMCP Kỹ Thương Việt Nam,Ngân hàng TMCP Kỹ Thương Việt Nam,44.568.809.751,39.178.881.106,44568809751.0,39178881106.0
Ngân hàng TMCP Ngoại thương Việt Nam,Ngân hàng TMCP Ngoại thương Việt Nam,Ngân hàng TMCP Ngoại thương Việt Nam,15.146.000.000,-,15146000000.0,
Ngân hàng TMCP Tiên Phong,Ngân hàng TMCP Tiên Phong,Ngân hàng TMCP Tiên Phong,3.484.937.215,6.254.321.808,3484937215.0,6254321808.0
Ngân hàng khác,Ngân hàng khác,Ngân hàng khác,824.573.323,1.570.219.329,824573323.0,1570219329.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,2.724.042.328.478,2.513.668.325.189,2724042328478.0,2513668325189.0
