row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
300,300,300,C. NỘ PHẢI TRẢ,,14.600.072.946.676,16.235.734.774.957,,,14600072946676.0,16235734774957.0
310,310,310,I. Nợ ngắn hạn,,11.617.574.716.082,12.254.999.101.487,,,11617574716082.0,12254999101487.0
311,311,311,1. Phải trả người bán ngắn hạn,20,767.204.833.546,1.149.359.482.450,,20.0,767204833546.0,1149359482450.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,21,1.751.432.609.619,2.382.744.496.042,,21.0,1751432609619.0,2382744496042.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,22,840.687.200.623,743.558.804.765,,22.0,840687200623.0,743558804765.0
314,314,314,4. Phải trả người lao động,,99.454.289.293,121.024.414.829,,,99454289293.0,121024414829.0
315,315,315,5. Chỉ phí phải trả ngắn hạn,23,636.878.043.063,800.638.745.228,,23.0,636878043063.0,800638745228.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,24,114.721.546.764,167.536.390.777,,24.0,114721546764.0,167536390777.0
319,319,319,7. Phải trả ngắn hạn khác,25,4.608.603.836.210,4.667.612.359.717,,25.0,4608603836210.0,4667612359717.0
320,320,320,8. Vay ngắn hạn,26,2.590.756.019.445,2.022.884.403.190,,26.0,2590756019445.0,2022884403190.0
322,322,322,"9. Quỹ khen thưởng, phúc lợi",,207.836.337.519,199.640.004.489,,,207836337519.0,199640004489.0
330,330,330,II. Nợ dài hạn,,2.982.498.230.594,3.980.735.673.470,,,2982498230594.0,3980735673470.0
337,337,337,1. Phải trả dài hạn khác,25,128.204.035.990,131.337.646.990,,25.0,128204035990.0,131337646990.0
338,338,338,2. Vay dài hạn,26,2.698.543.683.373,3.748.480.104.516,,26.0,2698543683373.0,3748480104516.0
341,341,341,3. Thuế thu nhập hoãn lại phải trả,33.3,155.750.511.231,98.233.766.682,,333.0,155750511231.0,98233766682.0
342,342,342,4. Dự phòng phải trả dài hạn,,-,2.684.155.282,,,,2684155282.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,14.186.367.907.641,14.084.931.650.452,,,14186367907641.0,14084931650452.0
410,410,410,I. Vốn chủ sở hữu,27.1,14.186.367.907.641,14.084.931.650.452,,271.0,14186367907641.0,14084931650452.0
411,411,411,1. Vốn cổ phần,,6.117.790.020.000,6.117.790.020.000,,,6117790020000.0,6117790020000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,6.117.790.020.000,6.117.790.020.000,,,6117790020000.0,6117790020000.0
412,412,412,2. Thặng dư vốn cổ phần,,80.398.440.806,80.398.440.806,,,80398440806.0,80398440806.0
414,414,414,3. Vốn khác thuộc chủ sở hữu,,1.360.256.242.131,634.480.052.599,,,1360256242131.0,634480052599.0
415,415,415,4. Cổ phiếu quỹ,,(2.500.560.000),(2.500.560.000),,,-2500560000.0,-2500560000.0
418,418,418,5. Quỹ đầu tư phát triển,,110.989.181.256,106.673.070.652,,,110989181256.0,106673070652.0
421,421,421,6. Lợi nhuận sau thuế chưa phân phối,,1.736.225.362.990,2.308.311.063.143,,,1736225362990.0,2308311063143.0
421a,421a,421a,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,,1.564.242.073.759,2.093.441.872.917,,,1564242073759.0,2093441872917.0
421b,421b,421b,- Lợi nhuận sau thuế chưa phân phối năm nay,,171.983.289.231,214.869.190.226,,,171983289231.0,214869190226.0
429,429,429,7. Lợi ích cổ đông không kiểm soát,,4.783.209.220.458,4.839.779.563.252,,,4783209220458.0,4839779563252.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,,28.786.440.854.317,30.320.666.425.409,,,28786440854317.0,30320666425409.0
