row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2018 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2017 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2018 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2017 VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,,14.860.615.315.016,12.637.549.130.004,,,14860615315016.0,12637549130004.0
02,02,02,Các khoản giảm trừ doanh thu,,(48.830.951.546),(18.265.097.431),,,-48830951546.0,-18265097431.0
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,23,14.811.784.363.470,12.619.284.032.573,,23.0,14811784363470.0,12619284032573.0
11,11,11,Giá vốn hàng bán và dịch vụ cung cấp,24,(14.018.938.867.523),(11.250.912.688.136),,24.0,-14018938867523.0,-11250912688136.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,792.845.495.947,1.368.371.344.437,,,792845495947.0,1368371344437.0
21,21,21,Doanh thu hoạt động tài chính,25,97.659.802.812,115.431.320.583,,25.0,97659802812.0,115431320583.0
22,22,22,Chi phí tài chính,26,(430.375.821.251),(377.931.538.898),,26.0,-430375821251.0,-377931538898.0
23,23,23,- Trong đó: Chi phí lãi vay,,(338.624.286.639),(267.678.707.112),,,-338624286639.0,-267678707112.0
25,25,25,Chi phí bán hàng,27,(324.679.200.485),(274.459.717.776),,27.0,-324679200485.0,-274459717776.0
26,26,26,Chi phí quản lý doanh nghiệp,28,(78.219.408.611),(69.475.510.501),,28.0,-78219408611.0,-69475510501.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh,,57.230.868.412,761.935.897.845,,,57230868412.0,761935897845.0
31,31,31,Thu nhập khác,,7.332.685.455,21.395.541.214,,,7332685455.0,21395541214.0
32,32,32,Chi phí khác,,(2.381.659.786),(1.845.194.772),,,-2381659786.0,-1845194772.0
40,40,40,Lợi nhuận khác,29,4.951.025.669,19.550.346.442,,29.0,4951025669.0,19550346442.0
50,50,50,Tổng lợi nhuận kế toán trước thuế,,62.181.894.081,781.486.244.287,,,62181894081.0,781486244287.0
51,51,51,Chi phí thuế TNDN hiện hành,30,(4.140.358.880),(74.256.697.397),,30.0,-4140358880.0,-74256697397.0
52,52,52,(Chi phí)/thu nhập thuế TNDN hoãn lại,30,(707.011.234),282.772.519,,30.0,-707011234.0,282772519.0
60,60,60,Lợi nhuận sau thuế TNDN,,57.334.523.967,707.512.319.409,,,57334523967.0,707512319409.0
,,,Phân bổ cho:,,,,,,,
61,61,61,Lợi nhuận sau thuế của công ty mẹ,,57.334.523.967,707.512.319.409,,,57334523967.0,707512319409.0
62,62,62,Phần thuộc cổ đông không kiểm soát,,-,-,,,,
70,62 > 70,70,Lãi cơ bản trên cổ phiếu,21,363,4.543,,21.0,363.0,4543.0
71,62 > 71,71,Lãi suy giảm trên cổ phiếu,21,363,4.543,,21.0,363.0,4543.0
