row_label_raw,row_label_full,col_0,2018 > Giá gốc VND,2018 > Giá trị ghi sổ VND,2017 > Giá gốc VND,2017 > Giá trị ghi sổ VND,numeric__2018 > Giá gốc VND,numeric__2018 > Giá trị ghi sổ VND,numeric__2017 > Giá gốc VND,numeric__2017 > Giá trị ghi sổ VND
i. Ngắn hạn,i. Ngắn hạn,i. Ngắn hạn,,,,,,,,
Tiền gửi có kỳ hạn (*),i. Ngắn hạn > Tiền gửi có kỳ hạn (*),Tiền gửi có kỳ hạn (*),197.625.969.870,197.625.969.870,414.933.344.349,414.933.344.349,197625969870.0,197625969870.0,414933344349.0,414933344349.0
ii. Dải hạn,ii. Dải hạn,ii. Dải hạn,,,,,,,,
Trái phiếu (**),ii. Dải hạn > Trái phiếu (**),Trái phiếu (**),9.190.000.000,9.190.000.000,-,-,9190000000.0,9190000000.0,,
