row_label_raw,row_label_full,col_0,Tại ngày1.1.2018VND,Số phải nộptrong nămVND,Số đã nộptrong nămVND,Tại ngày31.12.2018VND,numeric__Tại ngày1.1.2018VND,numeric__Số phải nộptrong nămVND,numeric__Số đã nộptrong nămVND,numeric__Tại ngày31.12.2018VND
Phải nộp/(phải thu),Phải nộp/(phải thu),Phải nộp/(phải thu),Phải nộp/(phải thu),Phải nộp/(phải thu),Phải nộp/(phải thu),Phải nộp/(phải thu),,,,
Thuế GTGT hàng bánnội địa,Phải nộp/(phải thu) > Thuế GTGT hàng bánnội địa,Thuế GTGT hàng bánnội địa,(387.131.880.597),2.094.601.791.043,(1.957.176.805.366),(249.706.894.920),-387131880597.0,2094601791043.0,-1957176805366.0,-249706894920.0
Thuế GTGT hàng nhậpkhẩu,Phải nộp/(phải thu) > Thuế GTGT hàng nhậpkhẩu,Thuế GTGT hàng nhậpkhẩu,-,603.472.407.879,(603.493.251.491),(20.843.612),,603472407879.0,-603493251491.0,-20843612.0
"Thuế xuất, nhập khẩu","Phải nộp/(phải thu) > Thuế xuất, nhập khẩu","Thuế xuất, nhập khẩu",-,6.881.323.392,(6.881.323.392),-,,6881323392.0,-6881323392.0,
Thuế TNDN,Phải nộp/(phải thu) > Thuế TNDN,Thuế TNDN,44.256.697.397,4.140.358.880,(50.263.783.803),(1.866.727.526),44256697397.0,4140358880.0,-50263783803.0,-1866727526.0
Thuế thu nhập cá nhân,Phải nộp/(phải thu) > Thuế thu nhập cá nhân,Thuế thu nhập cá nhân,421.208.848,7.153.466.919,(7.242.682.358),331.993.409,421208848.0,7153466919.0,-7242682358.0,331993409.0
Các loại thuế khác,Phải nộp/(phải thu) > Các loại thuế khác,Các loại thuế khác,-,831.792.654,(831.792.654),-,,831792654.0,-831792654.0,
,,,(342.453.974.352),2.717.081.140.767,(2.625.889.639.064),(251.262.472.649),-342453974352.0,2717081140767.0,-2625889639064.0,-251262472649.0
