row_label_raw,row_label_full,col_0,2018 > Giá trị VNĐ,2018 > Số có khả năng trả nợ VNĐ,2018 > Giá trị VNĐ_1,2017 > Số có khả năng trả nợ VNĐ,2017,numeric__2018 > Giá trị VNĐ,numeric__2018 > Số có khả năng trả nợ VNĐ,numeric__2018 > Giá trị VNĐ_1,numeric__2017 > Số có khả năng trả nợ VNĐ,numeric__2017
Vay ngắn hạn ngân hàng (a),Vay ngắn hạn ngân hàng (a),Vay ngắn hạn ngân hàng (a),3.179.513.613.414,3.179.513.613.414,4.487.155.350.627,4.487.155.350.627,,3179513613414.0,3179513613414.0,4487155350627.0,4487155350627.0,
Vay dài hạn ngân hàng (b),Vay dài hạn ngân hàng (b),Vay dài hạn ngân hàng (b),1.157.150.240.357,1.157.150.240.357,1.369.938.174.566,1.369.938.174.566,,1157150240357.0,1157150240357.0,1369938174566.0,1369938174566.0,
Phát hành trái phiếu,Phát hành trái phiếu,Phát hành trái phiếu,-,-,260.000.000.000,260.000.000.000,,,,260000000000.0,260000000000.0,
Các khoản nợ thuê tài chính (c),Các khoản nợ thuê tài chính (c),Các khoản nợ thuê tài chính (c),89.414.764.323,89.414.764.323,62.117.104.116,62.117.104.116,,89414764323.0,89414764323.0,62117104116.0,62117104116.0,
(a) Vay ngắn hạnBiến động các khoản vay ngắn hạn và các khoản nợ thuê tài chính trong năm như sau:,(a) Vay ngắn hạnBiến động các khoản vay ngắn hạn và các khoản nợ thuê tài chính trong năm như sau:,(a) Vay ngắn hạnBiến động các khoản vay ngắn hạn và các khoản nợ thuê tài chính trong năm như sau:,(a) Vay ngắn hạnBiến động các khoản vay ngắn hạn và các khoản nợ thuê tài chính trong năm như sau:,(a) Vay ngắn hạnBiến động các khoản vay ngắn hạn và các khoản nợ thuê tài chính trong năm như sau:,(a) Vay ngắn hạnBiến động các khoản vay ngắn hạn và các khoản nợ thuê tài chính trong năm như sau:,(a) Vay ngắn hạnBiến động các khoản vay ngắn hạn và các khoản nợ thuê tài chính trong năm như sau:,(a) Vay ngắn hạnBiến động các khoản vay ngắn hạn và các khoản nợ thuê tài chính trong năm như sau:,,,,,
,,,Tại ngày 1.1.2018 VNĐ,Vay trong năm VNĐ,Đã trả trong năm VNĐ,Nợ dài hạn đến hạn trả VNĐ,Tại ngày 31.12.2018 VNĐ,,,,,
Vay ngân hàng (*),(a) Vay ngắn hạnBiến động các khoản vay ngắn hạn và các khoản nợ thuê tài chính trong năm như sau: > Vay ngân hàng (*),Vay ngân hàng (*),4.487.155.350.627,10.712.442.436.839,(12.263.933.449.244),243.849.275.192,3.179.513.613.414,4487155350627.0,10712442436839.0,-12263933449244.0,243849275192.0,3179513613414.0
Các khoản nợ thuê tài chính,(a) Vay ngắn hạnBiến động các khoản vay ngắn hạn và các khoản nợ thuê tài chính trong năm như sau: > Các khoản nợ thuê tài chính,Các khoản nợ thuê tài chính,15.919.854.420,-,(23.518.944.732),29.058.633.756,21.459.543.444,15919854420.0,,-23518944732.0,29058633756.0,21459543444.0
,,,4.503.075.205.047,10.712.442.436.839,(12.287.452.393.976),272.907.908.948,3.200.973.156.858,4503075205047.0,10712442436839.0,-12287452393976.0,272907908948.0,3200973156858.0
