row_label_raw,row_label_full,col_0,2018Cổ phiếu phổ thông,2017Cổ phiếu phổ thông,numeric__2018Cổ phiếu phổ thông,numeric__2017Cổ phiếu phổ thông
Số lượng cổ phiếu đăng ký,Số lượng cổ phiếu đăng ký,Số lượng cổ phiếu đăng ký,181.999.868,130.000.000,181999868.0,130000000.0
Số lượng cổ phiếu đăng ký đã phát hành,Số lượng cổ phiếu đăng ký đã phát hành,Số lượng cổ phiếu đăng ký đã phát hành,181.999.868,130.000.000,181999868.0,130000000.0
Số lượng cổ phiếu đã mua lại,Số lượng cổ phiếu đã mua lại,Số lượng cổ phiếu đã mua lại,-,-,,
Số lượng cổ phiếu đang lưu hành,Số lượng cổ phiếu đã mua lại > Số lượng cổ phiếu đang lưu hành,Số lượng cổ phiếu đang lưu hành,181.999.868,130.000.000,181999868.0,130000000.0
