row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Tại ngày 31 tháng 12 năm > 2018 VND,Tại ngày 31 tháng 12 năm > 2017 VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2018 VND,numeric__Tại ngày 31 tháng 12 năm > 2017 VND
300,300,300,NỘ PHẢI TRẢ,,5.150.840.696.186,7.233.998.066.002,,,5150840696186.0,7233998066002.0
310,310,310,Nợ ngắn hạn,,3.924.411.209.320,5.556.563.551.740,,,3924411209320.0,5556563551740.0
311,311,311,Phải trả người bán ngắn hạn,13,548.305.048.865,777.333.834.419,,13.0,548305048865.0,777333834419.0
312,312,312,Người mua trả tiền trước ngắn hạn,,72.237.154.939,155.994.549.141,,,72237154939.0,155994549141.0
313,313,313,Thuế và các khoản phải nộp ngân sách Nhà nước,14,331.993.409,44.677.906.245,,14.0,331993409.0,44677906245.0
314,314,314,Phải trả người lao động,,24.939.114.271,30.302.270.947,,,24939114271.0,30302270947.0
315,315,315,Chi phí phải trả ngắn hạn,15,18.515.039.887,2.210.251.118,,15.0,18515039887.0,2210251118.0
319,319,319,Phải trả ngắn hạn khác,,10.683.320.899,15.065.244.213,,,10683320899.0,15065244213.0
320,320,320,Vay và nợ thuê tài chính ngắn hạn,16(a),3.200.973.156.858,4.503.075.205.047,,,3200973156858.0,4503075205047.0
322,322,322,"Quỹ khen thưởng, phúc lợi",17,48.426.380.192,27.904.290.610,,17.0,48426380192.0,27904290610.0
330,330,330,Nợ dài hạn,,1.226.429.486.866,1.677.434.514.262,,,1226429486866.0,1677434514262.0
337,337,337,Phải trả dài hạn khác,,900.000.000,1.299.090.000,,,900000000.0,1299090000.0
338,338,338,Vay và nợ thuê tài chính dài hạn,16(b),1.225.105.461.236,1.676.135.424.262,,,1225105461236.0,1676135424262.0
341,341,341,Thuế thu nhập hoãn lại phải trả,,424.025.630,-,,,424025630.0,
400,400,400,VỐN CHỦ SỞ HỮU,,2.971.176.971.365,2.940.455.378.424,,,2971176971365.0,2940455378424.0
410,410,410,Vốn chủ sở hữu,,2.971.176.971.365,2.940.455.378.424,,,2971176971365.0,2940455378424.0
411,411,411,Vốn góp của chủ sở hữu,"18, 19",1.819.998.680.000,1.300.000.000.000,,,1819998680000.0,1300000000000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,1.819.998.680.000,1.300.000.000.000,,,1819998680000.0,1300000000000.0
412,412,412,Thặng dư vốn cổ phần,19,766.255.590.000,766.255.590.000,,19.0,766255590000.0,766255590000.0
418,418,418,Quỹ đầu tư phát triển,19,37.357.566.342,23.207.319.954,,19.0,37357566342.0,23207319954.0
420,420,420,Quỹ khác thuộc vốn chủ sở hữu,19,34.587.922.436,20.437.676.048,,19.0,34587922436.0,20437676048.0
421,421,421,"Lợi nhuận sau thuế (""LNST"") chưa phân phối",19,,,,19.0,,
,,,,,312.977.212.587,830.554.792.422,,,312977212587.0,830554792422.0
421a,421a,421a,- LNST chưa phân phối lũy kế của các năm trước,,255.642.688.620,250.042.869.403,,,255642688620.0,250042869403.0
421b,421b,421b,- LNST chưa phân phối năm nay,,57.334.523.967,580.511.923.019,,,57334523967.0,580511923019.0
440,440,440,TỔNG NGUỒN VỐN,,8.122.017.667.551,10.174.453.444.426,,,8122017667551.0,10174453444426.0
