row_label_raw,row_label_full,col_0,31/12/2019 > Giá trịVND,31/12/2019 > Dự phòngVND,01/01/2019 > Giá trịVND,01/01/2019 > Dự phòngVND,numeric__31/12/2019 > Giá trịVND,numeric__31/12/2019 > Dự phòngVND,numeric__01/01/2019 > Giá trịVND,numeric__01/01/2019 > Dự phòngVND
a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,,,,
- Công ty CP Đầu tư Phát triển Xuất nhập khẩu Miền Nam,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Công ty CP Đầu tư Phát triển Xuất nhập khẩu Miền Nam,- Công ty CP Đầu tư Phát triển Xuất nhập khẩu Miền Nam,764.500.000,(764.500.000),764.500.000,(764.500.000),764500000.0,-764500000.0,764500000.0,-764500000.0
- Công ty CP Tư vấn Xây dựng Đô thị Khu công nghiệp Cao su Việt Nam,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Công ty CP Tư vấn Xây dựng Đô thị Khu công nghiệp Cao su Việt Nam,- Công ty CP Tư vấn Xây dựng Đô thị Khu công nghiệp Cao su Việt Nam,327.013.101,(327.013.101),327.013.101,(327.013.101),327013101.0,-327013101.0,327013101.0,-327013101.0
- Công đoàn Tập đoàn Công nghiệp Cao su Việt Nam,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Công đoàn Tập đoàn Công nghiệp Cao su Việt Nam,- Công đoàn Tập đoàn Công nghiệp Cao su Việt Nam,1.775.846.875,-,-,-,1775846875.0,,,
- Công ty CP Đầu tư và Dịch vụ Sao Kim,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Công ty CP Đầu tư và Dịch vụ Sao Kim,- Công ty CP Đầu tư và Dịch vụ Sao Kim,245.721.656,-,4.700.159.126,-,245721656.0,,4700159126.0,
- Công Ty CP Xây dựng - Địa ốc Cao Su,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Công Ty CP Xây dựng - Địa ốc Cao Su,- Công Ty CP Xây dựng - Địa ốc Cao Su,-,-,113.691.600,-,,,113691600.0,
- Công ty Cổ phần Cao su Phước Hòa,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Công ty Cổ phần Cao su Phước Hòa,- Công ty Cổ phần Cao su Phước Hòa,702.762.500,-,-,-,702762500.0,,,
- Các khoản phải thu khách hàng khác,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Các khoản phải thu khách hàng khác,- Các khoản phải thu khách hàng khác,446.071.174,-,321.679.070,-,446071174.0,,321679070.0,
,,,4.261.915.306,(1.091.513.101),6.227.042.897,(1.091.513.101),4261915306.0,-1091513101.0,6227042897.0,-1091513101.0
b) Phải thu khách hàng là các bên liên quan,a) Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > b) Phải thu khách hàng là các bên liên quan,b) Phải thu khách hàng là các bên liên quan,1.381.230.495,-,735.671.239,-,1381230495.0,,735671239.0,
