row_label_raw,row_label_full,- Công ty CP Cao su Dầu Tiếng Campuchia,* Công ty liên kết,7.354.827.500,4.818.423.900,numeric__* Công ty liên kết,numeric__7.354.827.500,numeric__4.818.423.900
- Công ty CP Cao su Đồng Phú - Kratie,- Công ty CP Cao su Đồng Phú - Kratie,- Công ty CP Cao su Đồng Phú - Kratie,Công ty liên kết,7.000.000.000,6.000.000.000,,7000000000.0,6000000000.0
- Công ty CP Cao su Krông Buk - Ratanakiri,- Công ty CP Cao su Krông Buk - Ratanakiri,- Công ty CP Cao su Krông Buk - Ratanakiri,Công ty liên kết,2.000.000.000,5.568.000.000,,2000000000.0,5568000000.0
- Công ty CP Cao su MangYang - Ratanakiri,- Công ty CP Cao su MangYang - Ratanakiri,- Công ty CP Cao su MangYang - Ratanakiri,Công ty liên kết,-,5.929.334.375,,,5929334375.0
Tạm ứng vốn điều lệ,Tạm ứng vốn điều lệ,Tạm ứng vốn điều lệ,,384.386.919.204,635.252.486.298,,384386919204.0,635252486298.0
- Công ty TNHH MTV cao su Dầu Tiếng,- Công ty TNHH MTV cao su Dầu Tiếng,- Công ty TNHH MTV cao su Dầu Tiếng,Công ty con,-,67.297.000.000,,,67297000000.0
- Công ty CP Cao su Tân Biên,- Công ty CP Cao su Tân Biên,- Công ty CP Cao su Tân Biên,Công ty con,-,75.953.000.000,,,75953000000.0
- Công ty TNHH MTV Cao su Lộc Ninh,- Công ty TNHH MTV Cao su Lộc Ninh,- Công ty TNHH MTV Cao su Lộc Ninh,Công ty con,-,115.195.000.000,,,115195000000.0
- Công ty TNHH MTV Cao su Krông Buk,- Công ty TNHH MTV Cao su Krông Buk,- Công ty TNHH MTV Cao su Krông Buk,Công ty con,6.500.000.000,10.000.000.000,,6500000000.0,10000000000.0
- Công ty TNHH MTV Cao su EahLeo,- Công ty TNHH MTV Cao su EahLeo,- Công ty TNHH MTV Cao su EahLeo,Công ty con,3.000.000.000,14.000.000.000,,3000000000.0,14000000000.0
- Công ty TNHH MTV Cao su Chư Pãh,- Công ty TNHH MTV Cao su Chư Pãh,- Công ty TNHH MTV Cao su Chư Pãh,Công ty con,18.000.000.000,43.299.270.341,,18000000000.0,43299270341.0
- Công ty TNHH MTV Cao su Chư Prông,- Công ty TNHH MTV Cao su Chư Prông,- Công ty TNHH MTV Cao su Chư Prông,Công ty con,23.000.000.000,33.435.911.551,,23000000000.0,33435911551.0
- Công ty TNHH MTV Cao su Chư Sê,- Công ty TNHH MTV Cao su Chư Sê,- Công ty TNHH MTV Cao su Chư Sê,Công ty con,49.000.000.000,118.820.259.245,,49000000000.0,118820259245.0
- Công ty TNHH MTV Cao su Mang Yang,- Công ty TNHH MTV Cao su Mang Yang,- Công ty TNHH MTV Cao su Mang Yang,Công ty con,33.650.000.000,10.493.165.313,,33650000000.0,10493165313.0
- Công ty TNHH MTV Cao su Quảng Nam,- Công ty TNHH MTV Cao su Quảng Nam,- Công ty TNHH MTV Cao su Quảng Nam,Công ty con,43.255.781.774,45.034.344.402,,43255781774.0,45034344402.0
- Công ty TNHH MTV Cao su Quảng trị,- Công ty TNHH MTV Cao su Quảng trị,- Công ty TNHH MTV Cao su Quảng trị,Công ty con,15.000.000.000,16.532.708.204,,15000000000.0,16532708204.0
- Công ty TNHH MTV Cao su Hà Tĩnh,- Công ty TNHH MTV Cao su Hà Tĩnh,- Công ty TNHH MTV Cao su Hà Tĩnh,Công ty con,55.714.227.430,41.678.765.667,,55714227430.0,41678765667.0
- Công ty TNHH MTV Cao su Thanh Hóa,- Công ty TNHH MTV Cao su Thanh Hóa,- Công ty TNHH MTV Cao su Thanh Hóa,Công ty con,5.000.000.000,11.378.246.728,,5000000000.0,11378246728.0
- Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,- Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,- Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,Công ty con,53.130.910.000,12.634.814.847,,53130910000.0,12634814847.0
- Công ty TNHH MTV Cao su Nam Giang - Quảng Nam,- Công ty TNHH MTV Cao su Nam Giang - Quảng Nam,- Công ty TNHH MTV Cao su Nam Giang - Quảng Nam,Công ty con,79.136.000.000,19.500.000.000,,79136000000.0,19500000000.0
- Trung tâm y tế Cao su,- Trung tâm y tế Cao su,- Trung tâm y tế Cao su,Công ty con,598.000.000,-,,598000000.0,
