row_label_raw,row_label_full,col_0,col_1,31/12/2019 > Giá trị,31/12/2019 > Số có khả năng trả nợ,01/01/2019 > Giá trị,01/01/2019 > Số có khả năng trả nợ,numeric__col_1,numeric__31/12/2019 > Giá trị,numeric__31/12/2019 > Số có khả năng trả nợ,numeric__01/01/2019 > Giá trị,numeric__01/01/2019 > Số có khả năng trả nợ
,,,,VND,VND,VND,VND,,,,,
a),a),a),Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn,Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn,Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn,Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn,Phải trả người bán chỉ tiết theo nhà cung cấp có số dư lớn,,,,,
a),a) > a),a),- Công ty TNHH Xây dựng TM Thuận Việt,1.000.000.000,1.000.000.000,25.975.684.838,25.975.684.838,,1000000000.0,1000000000.0,25975684838.0,25975684838.0
a),a) > a),a),- Công ty TNHH MTV Cao su Bình Thuận,-,-,4.483.500.000,4.483.500.000,,,,4483500000.0,4483500000.0
a),a) > a),a),- Công ty Cổ phần Cao su Bà Rịa - Kampongthom,9.965.444.580,9.965.444.580,-,-,,9965444580.0,9965444580.0,,
a),a) > a),a),- Công ty TNHH MTV Cao su Churmomray,4.386.476.001,4.386.476.001,-,-,,4386476001.0,4386476001.0,,
a),a) > a),a),- Công ty TNHH MTV Cao Su Hà Tĩnh,4.088.387.520,4.088.387.520,3.005.856.000,3.005.856.000,,4088387520.0,4088387520.0,3005856000.0,3005856000.0
a),a) > a),a),- Công ty TNHH MTV cao su EahLeo,-,-,3.724.700.112,3.724.700.112,,,,3724700112.0,3724700112.0
a),a) > a),a),- Công ty CP cao su Sa Thầy,-,-,3.724.700.112,3.724.700.112,,,,3724700112.0,3724700112.0
a),a) > a),a),- Công ty Cổ phần Cao su Tân Biên,-,-,3.103.916.760,3.103.916.760,,,,3103916760.0,3103916760.0
a),a) > a),a),- Phải trả đối tượng khác,9.964.137.649,9.964.137.649,7.004.871.065,7.004.871.065,,9964137649.0,9964137649.0,7004871065.0,7004871065.0
,,,,29.404.445.750,29.404.445.750,51.023.228.887,51.023.228.887,,29404445750.0,29404445750.0,51023228887.0,51023228887.0
b),a) > b),b),Phải trả người bán là các bên liên quan,25.255.554.419,25.255.554.419,21.349.232.210,21.349.232.210,,25255554419.0,25255554419.0,21349232210.0,21349232210.0
