row_label_raw,row_label_full,col_0,Từ 1 nămtrở xuống,Trên 1 nămđến 5 năm,Trên 5 năm,Cộng,numeric__Từ 1 nămtrở xuống,numeric__Trên 1 nămđến 5 năm,numeric__Trên 5 năm,numeric__Cộng
,,,VND,VND,VND,VND,,,,
Tại ngày 31/12/2019,Tại ngày 31/12/2019,Tại ngày 31/12/2019,Tại ngày 31/12/2019,Tại ngày 31/12/2019,Tại ngày 31/12/2019,Tại ngày 31/12/2019,,,,
Tiền và các khoản tương đương tiền,Tại ngày 31/12/2019 > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,1.611.632.391.003,-,-,1.611.632.391.003,1611632391003.0,,,1611632391003.0
"Phải thu khách hàng, phải thu khác","Tại ngày 31/12/2019 > Phải thu khách hàng, phải thu khác","Phải thu khách hàng, phải thu khác",2.166.579.858.167,1.123.804.557.748,-,3.290.384.415.915,2166579858167.0,1123804557748.0,,3290384415915.0
Các khoản cho vay,Tại ngày 31/12/2019 > Các khoản cho vay,Các khoản cho vay,492.681.151.300,619.306.650.103,-,1.111.987.801.403,492681151300.0,619306650103.0,,1111987801403.0
,,,4.270.893.400.470,1.743.111.207.851,-,6.014.004.608.321,4270893400470.0,1743111207851.0,,6014004608321.0
Tại ngày 01/01/2019,Tại ngày 01/01/2019,Tại ngày 01/01/2019,Tại ngày 01/01/2019,Tại ngày 01/01/2019,Tại ngày 01/01/2019,Tại ngày 01/01/2019,,,,
Tiền và các khoản tương đương tiền,Tại ngày 01/01/2019 > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,1.436.064.174.519,-,-,1.436.064.174.519,1436064174519.0,,,1436064174519.0
"Phải thu khách hàng, phải thu khác","Tại ngày 01/01/2019 > Phải thu khách hàng, phải thu khác","Phải thu khách hàng, phải thu khác",1.737.638.288.422,643.030.003.100,-,2.380.668.291.522,1737638288422.0,643030003100.0,,2380668291522.0
Các khoản cho vay,Tại ngày 01/01/2019 > Các khoản cho vay,Các khoản cho vay,139.747.736.622,709.257.461.116,-,849.005.197.738,139747736622.0,709257461116.0,,849005197738.0
,,,3.313.450.199.563,1.352.287.464.216,-,4.665.737.663.779,3313450199563.0,1352287464216.0,,4665737663779.0
