row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2019 > VND,Từ 01/06/2018 đến 31/12/2018 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2019 > VND,numeric__Từ 01/06/2018 đến 31/12/2018 > VND
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,21,905.187.171.920,436.122.344.041,,21.0,905187171920.0,436122344041.0
02,02,02,2. Các khoản giảm trừ doanh thu,,-,-,,,,
10,02 > 10,10,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,,905.187.171.920,436.122.344.041,,,905187171920.0,436122344041.0
11,02 > 11,11,4. Giá vốn hàng bán,22,831.701.073.142,384.008.261.890,,22.0,831701073142.0,384008261890.0
20,02 > 20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,73.486.098.778,52.114.082.151,,,73486098778.0,52114082151.0
21,02 > 21,21,6. Doanh thu hoạt động tài chính,23,2.967.748.613.342,2.104.836.018.879,,23.0,2967748613342.0,2104836018879.0
22,02 > 22,22,7. Chi phí tài chính,24,219.601.611.884,277.422.476.704,,24.0,219601611884.0,277422476704.0
23,02 > 23,23,Trong đó: Chi phí lãi vay,,18.272.458.809,12.462.784.927,,,18272458809.0,12462784927.0
25,02 > 25,25,8. Chi phí bán hàng,25,1.137.612.651,99.486.088,,25.0,1137612651.0,99486088.0
26,02 > 26,26,9. Chi phí quản lý doanh nghiệp,26,220.143.500.975,669.341.864.770,,26.0,220143500975.0,669341864770.0
30,02 > 30,30,10. Lợi nhuận thuần từ hoạt động kinh doanh,,2.600.351.986.610,1.210.086.273.468,,,2600351986610.0,1210086273468.0
31,02 > 31,31,11. Thu nhập khác,27,4.532.140.281,3.335.020.085,,27.0,4532140281.0,3335020085.0
32,02 > 32,32,12. Chi phí khác,,13.980.266.450,-,,,13980266450.0,
40,02 > 40,40,13. Lợi nhuận khác,,(9.448.126.169),3.335.020.085,,,-9448126169.0,3335020085.0
50,02 > 50,50,14. Tổng lợi nhuận kế toán trước thuế,,2.590.903.860.441,1.213.421.293.553,,,2590903860441.0,1213421293553.0
51,02 > 51,51,15. Chi phí thuế thu nhập doanh nghiệp hiện hành,28,-,-,,28.0,,
60,02 > 60,60,17. Lợi nhuận sau thuế thu nhập doanh nghiệp,,2.590.903.860.441,1.213.421.293.553,,,2590903860441.0,1213421293553.0
