row_label_raw,row_label_full,Năm 2019,Từ 01/06/2018đến 31/12/2018,numeric__Từ 01/06/2018đến 31/12/2018
VND,VND,VND,VND,
488.308.162,VND > 488.308.162,488.308.162,323.500.000,323500000.0
4.021.152.564,VND > 4.021.152.564,4.021.152.564,3.882.000.000,3882000000.0
