row_label_raw,row_label_full,- Xí nghiệp Liên doanh Visorutex,col_1,8.749.737.281,col_3,(2.757.517.001),8.749.737.281_1,col_6,(1.062.349.619),numeric__col_1,numeric__8.749.737.281,numeric__col_3,numeric__(2.757.517.001),numeric__8.749.737.281_1,numeric__col_6,numeric__(1.062.349.619)
- Công ty Cổ phần Xây dựng và Tư vấn Đầu tư,- Công ty Cổ phần Xây dựng và Tư vấn Đầu tư,- Công ty Cổ phần Xây dựng và Tư vấn Đầu tư,,12.410.005.017,,(7.051.383.614),12.410.005.017,,(9.203.997.653),,12410005017.0,,-7051383614.0,12410005017.0,,-9203997653.0
- Công ty Cổ phần Đầu tư Xây dựng Cao su,- Công ty Cổ phần Đầu tư Xây dựng Cao su,- Công ty Cổ phần Đầu tư Xây dựng Cao su,,34.588.899.115,,-,34.588.899.115,,-,,34588899115.0,,,34588899115.0,,
- Công ty Cổ phần Khu công nghiệp Nam Tân Uyên (1),- Công ty Cổ phần Khu công nghiệp Nam Tân Uyên (1),- Công ty Cổ phần Khu công nghiệp Nam Tân Uyên (1),NTC,40.784.285.192,871.010.335.000,-,40.784.285.192,257.374.260.000,-,,40784285192.0,871010335000.0,,40784285192.0,257374260000.0,
- Công ty Cổ phần Cao su Việt Lào,- Công ty Cổ phần Cao su Việt Lào,- Công ty Cổ phần Cao su Việt Lào,,170.591.892.366,,-,170.591.892.366,,-,,170591892366.0,,,170591892366.0,,
- Công ty Cổ phần Cao su Bến Thành (1),- Công ty Cổ phần Cao su Bến Thành (1),- Công ty Cổ phần Cao su Bến Thành (1),BRC,57.440.573.000,62.270.277.400,-,57.440.573.000,,-,,57440573000.0,62270277400.0,,57440573000.0,,
- Công ty Cổ phần Cao su Tân Biên Kampongthom,- Công ty Cổ phần Cao su Tân Biên Kampongthom,- Công ty Cổ phần Cao su Tân Biên Kampongthom,,607.745.965.312,,-,607.745.965.312,,-,,607745965312.0,,,607745965312.0,,
- Công ty Cổ phần Đầu tư và Phát triển VRG Long Thành,- Công ty Cổ phần Đầu tư và Phát triển VRG Long Thành,- Công ty Cổ phần Đầu tư và Phát triển VRG Long Thành,,23.439.624.115,,-,23.439.624.115,,-,,23439624115.0,,,23439624115.0,,
- Công ty Cổ phần Cao su Đồng Nai Kratie,- Công ty Cổ phần Cao su Đồng Nai Kratie,- Công ty Cổ phần Cao su Đồng Nai Kratie,,198.760.920.280,,(12.595.947.025),198.760.920.280,,-,,198760920280.0,,-12595947025.0,198760920280.0,,
- Công ty Cổ phần Cao su Đồng Phú Kratie (2),- Công ty Cổ phần Cao su Đồng Phú Kratie (2),- Công ty Cổ phần Cao su Đồng Phú Kratie (2),,294.112.752.360,,-,287.112.752.360,,-,,294112752360.0,,,287112752360.0,,
- Công ty Cổ phần Gỗ MDF VRG - Dongwha,- Công ty Cổ phần Gỗ MDF VRG - Dongwha,- Công ty Cổ phần Gỗ MDF VRG - Dongwha,,1.004.392.840.663,,-,1.004.392.840.663,,-,,1004392840663.0,,,1004392840663.0,,
- Công ty Cổ phần Cao su Bà Rịa Kampongthom,- Công ty Cổ phần Cao su Bà Rịa Kampongthom,- Công ty Cổ phần Cao su Bà Rịa Kampongthom,,293.412.365.332,,-,293.412.365.332,,-,,293412365332.0,,,293412365332.0,,
- Công ty Cổ phần Cao su Chư Sê Kampongthom (2),- Công ty Cổ phần Cao su Chư Sê Kampongthom (2),- Công ty Cổ phần Cao su Chư Sê Kampongthom (2),,1.158.834.285.077,,-,1.126.735.285.077,,-,,1158834285077.0,,,1126735285077.0,,
- Công ty Cổ phần Cao su Mang Yang - Ratanakiri,- Công ty Cổ phần Cao su Mang Yang - Ratanakiri,- Công ty Cổ phần Cao su Mang Yang - Ratanakiri,,863.696.280.481,,-,863.696.280.481,,-,,863696280481.0,,,863696280481.0,,
- Công ty Cổ phần Cao su Krông Buk - Ratanakiri (2),- Công ty Cổ phần Cao su Krông Buk - Ratanakiri (2),- Công ty Cổ phần Cao su Krông Buk - Ratanakiri (2),,324.778.048.414,,-,322.778.048.414,,-,,324778048414.0,,,322778048414.0,,
- Công ty Cổ phần Cao su Chư Prống - Stung Treng,- Công ty Cổ phần Cao su Chư Prống - Stung Treng,- Công ty Cổ phần Cao su Chư Prống - Stung Treng,,194.369.919.882,,(618.754.857),194.369.919.882,,-,,194369919882.0,,-618754857.0,194369919882.0,,
- Công ty Cổ phần Cao su TP.Hồ Chí Minh,- Công ty Cổ phần Cao su TP.Hồ Chí Minh,- Công ty Cổ phần Cao su TP.Hồ Chí Minh,,95.141.496.684,,(2.344.932.234),95.141.496.684,,-,,95141496684.0,,-2344932234.0,95141496684.0,,
- Công ty Cổ phần Cao su Dầu Tiếng Kratie,- Công ty Cổ phần Cao su Dầu Tiếng Kratie,- Công ty Cổ phần Cao su Dầu Tiếng Kratie,,163.363.432.701,,-,163.363.432.701,,-,,163363432701.0,,,163363432701.0,,
- Công ty Cổ phần Cao su Dầu Tiếng Campuchia (2),- Công ty Cổ phần Cao su Dầu Tiếng Campuchia (2),- Công ty Cổ phần Cao su Dầu Tiếng Campuchia (2),,197.345.134.334,,-,189.990.306.834,,-,,197345134334.0,,,189990306834.0,,
- Công ty Cổ phần Khu công nghiệp Hồ Nai (1),- Công ty Cổ phần Khu công nghiệp Hồ Nai (1),- Công ty Cổ phần Khu công nghiệp Hồ Nai (1),HIZ,45.133.265.353,51.072.000.000,-,45.133.265.353,32.256.000.000,-,,45133265353.0,51072000000.0,,45133265353.0,32256000000.0,
- Công ty Cổ phần Công nghiệp An Điền,- Công ty Cổ phần Công nghiệp An Điền,- Công ty Cổ phần Công nghiệp An Điền,,32.693.297.635,,-,32.693.297.635,,-,,32693297635.0,,,32693297635.0,,
,,,,5.821.785.020.594,984.352.612.400,(25.368.534.731),5.773.331.193.094,289.630.260.000,(10.266.347.272),,5821785020594.0,984352612400.0,-25368534731.0,5773331193094.0,289630260000.0,-10266347272.0
