row_label_raw,row_label_full,col_0,Năm 2019,Từ 01/06/2018đến 31/12/2018,numeric__Năm 2019,numeric__Từ 01/06/2018đến 31/12/2018
,,,VND,VND,,
Vốn đầu tư của chủ sở hữu,Vốn đầu tư của chủ sở hữu,Vốn đầu tư của chủ sở hữu,40.000.000.000.000,40.000.000.000.000,40000000000000.0,40000000000000.0
- Vốn góp đầu năm,- Vốn góp đầu năm,- Vốn góp đầu năm,40.000.000.000.000,40.000.000.000.000,40000000000000.0,40000000000000.0
- Vốn góp cuối năm,- Vốn góp cuối năm,- Vốn góp cuối năm,40.000.000.000.000,40.000.000.000.000,40000000000000.0,40000000000000.0
"Cổ tức, lợi nhuận:","Cổ tức, lợi nhuận:","Cổ tức, lợi nhuận:","Cổ tức, lợi nhuận:","Cổ tức, lợi nhuận:",,
"- Cổ tức, lợi nhuận phải trả đầu năm","- Cổ tức, lợi nhuận phải trả đầu năm","- Cổ tức, lợi nhuận phải trả đầu năm",-,-,,
"- Cổ tức, lợi nhuận phải trả trong năm","- Cổ tức, lợi nhuận phải trả đầu năm > - Cổ tức, lợi nhuận phải trả trong năm","- Cổ tức, lợi nhuận phải trả trong năm",1.000.000.000.000,-,1000000000000.0,
"+ Cổ tức, lợi nhuận chia trên lợi nhuận năm trước","- Cổ tức, lợi nhuận phải trả đầu năm > + Cổ tức, lợi nhuận chia trên lợi nhuận năm trước","+ Cổ tức, lợi nhuận chia trên lợi nhuận năm trước",1.000.000.000.000,-,1000000000000.0,
"+ Cổ tức, lợi nhuận tạm chia trên lợi nhuận năm nay","+ Cổ tức, lợi nhuận tạm chia trên lợi nhuận năm nay","+ Cổ tức, lợi nhuận tạm chia trên lợi nhuận năm nay",-,-,,
"- Cổ tức, lợi nhuận đã chi trả bằng tiền","+ Cổ tức, lợi nhuận tạm chia trên lợi nhuận năm nay > - Cổ tức, lợi nhuận đã chi trả bằng tiền","- Cổ tức, lợi nhuận đã chi trả bằng tiền",999.521.446.750,-,999521446750.0,
"+ Cổ tức, lợi nhuận.chia trên lợi nhuận năm trước","+ Cổ tức, lợi nhuận tạm chia trên lợi nhuận năm nay > + Cổ tức, lợi nhuận.chia trên lợi nhuận năm trước","+ Cổ tức, lợi nhuận.chia trên lợi nhuận năm trước",999.521.446.750,-,999521446750.0,
"+ Cổ tức, lợi nhuận tạm chia trên lợi nhuận năm nay","+ Cổ tức, lợi nhuận tạm chia trên lợi nhuận năm nay","+ Cổ tức, lợi nhuận tạm chia trên lợi nhuận năm nay",-,-,,
"- Cổ tức, lợi nhuận còn phải trả cuối năm","+ Cổ tức, lợi nhuận tạm chia trên lợi nhuận năm nay > - Cổ tức, lợi nhuận còn phải trả cuối năm","- Cổ tức, lợi nhuận còn phải trả cuối năm",478.553.250,-,478553250.0,
