row_label_raw,row_label_full,Cổ tức lợi nhuận được chia,col_1,1.283.433.490.403,918.799.778.500,numeric__col_1,numeric__1.283.433.490.403,numeric__918.799.778.500
- Công ty CP Cao su Việt Lào,- Công ty CP Cao su Việt Lào,- Công ty CP Cao su Việt Lào,Công ty liên kết,12.008.625.000,-,,12008625000.0,
- Công ty CP Bảo vệ Thực vật Sài Gòn,- Công ty CP Bảo vệ Thực vật Sài Gòn,- Công ty CP Bảo vệ Thực vật Sài Gòn,Công ty nhận đầu tư,-,6.000.000,,,6000000.0
- Công ty CP Phân lân nung cháy Văn Điển,- Công ty CP Phân lân nung cháy Văn Điển,- Công ty CP Phân lân nung cháy Văn Điển,Công ty nhận đầu tư,-,69.550.400,,,69550400.0
- Công ty CP Cao su Tân Biên,- Công ty CP Cao su Tân Biên,- Công ty CP Cao su Tân Biên,Công ty con,103.908.663.600,147.203.940.100,,103908663600.0,147203940100.0
- Công ty CP Cao su Sa Thầy,- Công ty CP Cao su Sa Thầy,- Công ty CP Cao su Sa Thầy,Công ty con,-,3.802.460.000,,,3802460000.0
- Công ty CP Cao su Bến Thành,- Công ty CP Cao su Bến Thành,- Công ty CP Cao su Bến Thành,Công ty liên kết,12.091.316.000,5.441.092.200,,12091316000.0,5441092200.0
- Công ty CP Cao su Đồng Phú,- Công ty CP Cao su Đồng Phú,- Công ty CP Cao su Đồng Phú,Công ty con,144.000.000.000,216.000.000.000,,144000000000.0,216000000000.0
- Công ty CP Cao su Tây Ninh,- Công ty CP Cao su Tây Ninh,- Công ty CP Cao su Tây Ninh,Công ty con,41.400.000.000,68.400.000.000,,41400000000.0,68400000000.0
- Công ty CP Cao su Phước Hòa,- Công ty CP Cao su Phước Hòa,- Công ty CP Cao su Phước Hòa,Công ty con,315.924.035.000,135.396.015.000,,315924035000.0,135396015000.0
- Công ty CP Cơ Khí Cao su,- Công ty CP Cơ Khí Cao su,- Công ty CP Cơ Khí Cao su,Công ty con,-,1.458.000.000,,,1458000000.0
- Công ty CP Cao su Bà Rịa,- Công ty CP Cao su Bà Rịa,- Công ty CP Cao su Bà Rịa,Công ty con,27.413.100.000,71.274.060.000,,27413100000.0,71274060000.0
- Công ty CP Khu công nghiệp Hồ Nai,- Công ty CP Khu công nghiệp Hồ Nai,- Công ty CP Khu công nghiệp Hồ Nai,Công ty con,2.688.000.000,-,,2688000000.0,
- Công ty CP Khu Công Nghiệp Nam Tân Uyên,- Công ty CP Khu Công Nghiệp Nam Tân Uyên,- Công ty CP Khu Công Nghiệp Nam Tân Uyên,Công ty liên kết,49.005.000.000,52.272.000.000,,49005000000.0,52272000000.0
- Công ty CP Xuất khẩu Cao su VRG Nhật Bản,- Công ty CP Xuất khẩu Cao su VRG Nhật Bản,- Công ty CP Xuất khẩu Cao su VRG Nhật Bản,Công ty con,500.000.000,-,,500000000.0,
- Công ty CP Đầu tư Sài Gòn VRG,- Công ty CP Đầu tư Sài Gòn VRG,- Công ty CP Đầu tư Sài Gòn VRG,Công ty nhận đầu tư,9.339.952.000,7.471.961.600,,9339952000.0,7471961600.0
- Công ty CP Chế biến Gỗ Thuận An,- Công ty CP Chế biến Gỗ Thuận An,- Công ty CP Chế biến Gỗ Thuận An,Công ty nhận đầu tư,1.285.315.900,-,,1285315900.0,
- Công ty CP Du lịch Quốc tế Vũng Tàu,- Công ty CP Du lịch Quốc tế Vũng Tàu,- Công ty CP Du lịch Quốc tế Vũng Tàu,Công ty nhận đầu tư,184.800.000,-,,184800000.0,
- Tổng công ty Xây dựng Thủy Lợi 4 - CTCP,- Tổng công ty Xây dựng Thủy Lợi 4 - CTCP,- Tổng công ty Xây dựng Thủy Lợi 4 - CTCP,Công ty nhận đầu tư,1.899.238.600,-,,1899238600.0,
- Công ty Cổ phần Đầu tư và Phát triển VRG Long Thành,- Công ty Cổ phần Đầu tư và Phát triển VRG Long Thành,- Công ty Cổ phần Đầu tư và Phát triển VRG Long Thành,Công ty liên kết,6.600.000.000,4.400.000.000,,6600000000.0,4400000000.0
- Công ty Cổ phần Gỗ MDF Geruco Quảng Trị,- Công ty Cổ phần Gỗ MDF Geruco Quảng Trị,- Công ty Cổ phần Gỗ MDF Geruco Quảng Trị,Công ty con,28.057.048.800,18.704.699.200,,28057048800.0,18704699200.0
- Công ty Cổ phần Công nghiệp An Điển,- Công ty Cổ phần Công nghiệp An Điển,- Công ty Cổ phần Công nghiệp An Điển,Công ty liên kết,11.550.000.000,15.400.000.000,,11550000000.0,15400000000.0
- Công ty CP VRG Khải Hoàn,- Công ty CP VRG Khải Hoàn,- Công ty CP VRG Khải Hoàn,Công ty con,1.078.395.503,-,,1078395503.0,
- Công ty CP MDF VRG - Dongwha,- Công ty CP MDF VRG - Dongwha,- Công ty CP MDF VRG - Dongwha,Công ty liên kết,514.500.000.000,171.500.000.000,,514500000000.0,171500000000.0
Lãi cho vay,Lãi cho vay,Lãi cho vay,,29.600.805.193,12.438.411.123,,29600805193.0,12438411123.0
- Công ty TNHH MTV Cao su Bình Thuận,- Công ty TNHH MTV Cao su Bình Thuận,- Công ty TNHH MTV Cao su Bình Thuận,Công ty con,1.737.054.396,1.081.429.698,,1737054396.0,1081429698.0
- Công ty TNHH MTV Cao su Chư Păng,- Công ty TNHH MTV Cao su Chư Păng,- Công ty TNHH MTV Cao su Chư Păng,Công ty con,3.421.385.404,2.237.208.922,,3421385404.0,2237208922.0
- Công ty TNHH MTV Cao su Chư Prông,- Công ty TNHH MTV Cao su Chư Prông,- Công ty TNHH MTV Cao su Chư Prông,Công ty con,1.239.183.184,812.549.376,,1239183184.0,812549376.0
- Công ty TNHH MTV Cao su Chư Sê,- Công ty TNHH MTV Cao su Chư Sê,- Công ty TNHH MTV Cao su Chư Sê,Công ty con,1.171.329.339,768.076.735,,1171329339.0,768076735.0
- Công ty TNHH MTV Cao su Eah Leo,- Công ty TNHH MTV Cao su Eah Leo,- Công ty TNHH MTV Cao su Eah Leo,Công ty con,739.198.978,486.789.571,,739198978.0,486789571.0
- Công ty TNHH MTV Cao su Hà Tĩnh,- Công ty TNHH MTV Cao su Hà Tĩnh,- Công ty TNHH MTV Cao su Hà Tĩnh,Công ty con,1.112.690.625,687.533.765,,1112690625.0,687533765.0
- Công ty TNHH MTV Cao su KonTum,- Công ty TNHH MTV Cao su KonTum,- Công ty TNHH MTV Cao su KonTum,Công ty con,5.397.575.229,3.560.829.204,,5397575229.0,3560829204.0
- Công ty TNHH MTV Cao su Krông Buk,- Công ty TNHH MTV Cao su Krông Buk,- Công ty TNHH MTV Cao su Krông Buk,Công ty con,514.721.823,338.162.157,,514721823.0,338162157.0
- Công ty TNHH MTV Cao su Mang Yang,- Công ty TNHH MTV Cao su Mang Yang,- Công ty TNHH MTV Cao su Mang Yang,Công ty con,2.837.664.993,1.833.617.880,,2837664993.0,1833617880.0
- Công ty TNHH MTV Cao su Quảng Nam,- Công ty TNHH MTV Cao su Quảng Nam,- Công ty TNHH MTV Cao su Quảng Nam,Công ty con,1.552.588.998,987.591.820,,1552588998.0,987591820.0
- Công ty TNHH MTV Cao su Thanh Hóa,- Công ty TNHH MTV Cao su Thanh Hóa,- Công ty TNHH MTV Cao su Thanh Hóa,Công ty con,650.186.266,381.845.633,,650186266.0,381845633.0
- Công ty TNHH MTV Cao su Quảng Ngãi,- Công ty TNHH MTV Cao su Quảng Ngãi,- Công ty TNHH MTV Cao su Quảng Ngãi,Công ty con,551.489.910,344.206.060,,551489910.0,344206060.0
- Công ty CP Cao su Điện Biên,- Công ty CP Cao su Điện Biên,- Công ty CP Cao su Điện Biên,Công ty con,316.914.473,-,,316914473.0,
