row_label_raw,row_label_full,- Công ty Cổ phần Cao su Bà Rịa,BRR,1.096.524.000.000,col_3,-,1.096.524.000.000_1,col_6,-_1,numeric__BRR,numeric__1.096.524.000.000,numeric__col_3,numeric__-,numeric__1.096.524.000.000_1,numeric__col_6,numeric__-_1
- Công ty Cổ phần Cao su Tân Biên (1),- Công ty Cổ phần Cao su Tân Biên (1),- Công ty Cổ phần Cao su Tân Biên (1),RTB,865.905.530.000,900.541.751.200,-,865.905.530.000,865.905.530.000,-,,865905530000.0,900541751200.0,,865905530000.0,865905530000.0,
- Công ty Cổ phần VRG - Bảo Lộc,- Công ty Cổ phần VRG - Bảo Lộc,- Công ty Cổ phần VRG - Bảo Lộc,,245.618.689.229,,-,245.618.689.229,,-,,245618689229.0,,,245618689229.0,,
- Công ty Cổ phần Gỗ MDF Geruco Quảng Trị,- Công ty Cổ phần Gỗ MDF Geruco Quảng Trị,- Công ty Cổ phần Gỗ MDF Geruco Quảng Trị,MDF,303.951.362.000,,-,303.951.362.000,,-,,303951362000.0,,,303951362000.0,,
- Công ty Cổ phần Thủy điện Geruco Sông Côn,- Công ty Cổ phần Thủy điện Geruco Sông Côn,- Công ty Cổ phần Thủy điện Geruco Sông Côn,,191.250.000.000,,-,191.250.000.000,,-,,191250000000.0,,,191250000000.0,,
- Công ty Cổ phần Công nghiệp và XNK Cao su,- Công ty Cổ phần Công nghiệp và XNK Cao su,- Công ty Cổ phần Công nghiệp và XNK Cao su,RBC,89.540.605.515,,(1.889.450.635),89.540.605.515,101.226.661.800,-,,89540605515.0,,-1889450635.0,89540605515.0,101226661800.0,
- Công ty Cổ phần Đầu tư Thủy điện VRG - Phú Yên,- Công ty Cổ phần Đầu tư Thủy điện VRG - Phú Yên,- Công ty Cổ phần Đầu tư Thủy điện VRG - Phú Yên,,269.179.671.747,,(6.874.284.334),269.179.671.747,,(12.214.797.496),,269179671747.0,,-6874284334.0,269179671747.0,,-12214797496.0
- Công ty Cổ phần VRG - ĐắkNông,- Công ty Cổ phần VRG - ĐắkNông,- Công ty Cổ phần VRG - ĐắkNông,,206.085.048.366,,(5.104.714.723),206.085.048.366,,-,,206085048366.0,,-5104714723.0,206085048366.0,,
- Công ty Cổ phần Thế thao Ngôi sao Geru,- Công ty Cổ phần Thế thao Ngôi sao Geru,- Công ty Cổ phần Thế thao Ngôi sao Geru,GER,6.232.160.000,,-,6.232.160.000,,-,,6232160000.0,,,6232160000.0,,
- Công ty Cổ phần Cao su Sa Thầy (2),- Công ty Cổ phần Cao su Sa Thầy (2),- Công ty Cổ phần Cao su Sa Thầy (2),,394.016.761.911,,-,388.516.761.911,,-,,394016761911.0,,,388516761911.0,,
- Công ty Cổ phần Cao su Sơn La (2),- Công ty Cổ phần Cao su Sơn La (2),- Công ty Cổ phần Cao su Sơn La (2),,723.532.016.495,,(30.107.900.196),722.416.068.988,,(23.221.347.627),,723532016495.0,,-30107900196.0,722416068988.0,,-23221347627.0
- Công ty Cổ phần Cao su Tây Ninh (1),- Công ty Cổ phần Cao su Tây Ninh (1),- Công ty Cổ phần Cao su Tây Ninh (1),TRC,390.600.000.000,590.400.000.000,-,390.600.000.000,386.100.000.000,-,,390600000000.0,590400000000.0,,390600000000.0,386100000000.0,
- Công ty Cổ phần Cao su Đồng Phú (1),- Công ty Cổ phần Cao su Đồng Phú (1),- Công ty Cổ phần Cao su Đồng Phú (1),DPR,840.000.000.000,942.000.000.000,-,840.000.000.000,763.200.000.000,-,,840000000000.0,942000000000.0,,840000000000.0,763200000000.0,
- Công ty Cổ phần Cơ khí Cao Su,- Công ty Cổ phần Cơ khí Cao Su,- Công ty Cổ phần Cơ khí Cao Su,,19.442.138.245,,-,19.442.138.245,,-,,19442138245.0,,,19442138245.0,,
- Công ty Cổ phần Cao su Hà Giang (2),- Công ty Cổ phần Cao su Hà Giang (2),- Công ty Cổ phần Cao su Hà Giang (2),,271.795.428.712,,(247.827.959),261.255.428.712,,-,,271795428712.0,,-247827959.0,261255428712.0,,
- Công ty Cổ phần Quasa Geruco (2),- Công ty Cổ phần Quasa Geruco (2),- Công ty Cổ phần Quasa Geruco (2),,602.466.062.679,,-,592.466.062.679,,-,,602466062679.0,,,592466062679.0,,
- Công ty Cổ phần Cao su Lai Châu (2),- Công ty Cổ phần Cao su Lai Châu (2),- Công ty Cổ phần Cao su Lai Châu (2),,823.265.801.669,,(7.878.163.534),795.765.801.669,,(10.230.967.604),,823265801669.0,,-7878163534.0,795765801669.0,,-10230967604.0
- Công ty Cổ phần Cao su Điện Biên,- Công ty Cổ phần Cao su Điện Biên,- Công ty Cổ phần Cao su Điện Biên,,420.686.216.787,,(9.105.967.251),420.686.216.787,,(10.213.489.066),,420686216787.0,,-9105967251.0,420686216787.0,,-10213489066.0
- Công ty Cổ phần Cao su Phước Hòa (1),- Công ty Cổ phần Cao su Phước Hòa (1),- Công ty Cổ phần Cao su Phước Hòa (1),PHR,1.126.494.844.800,3.448.085.182.000,-,1.126.494.844.800,3.019.331.134.500,-,,1126494844800.0,3448085182000.0,,1126494844800.0,3019331134500.0,
- Công ty Cổ phần Cao su Lai Châu II (2),- Công ty Cổ phần Cao su Lai Châu II (2),- Công ty Cổ phần Cao su Lai Châu II (2),,647.960.314.721,,(17.802.562.954),627.340.314.721,,(18.663.418.587),,647960314721.0,,-17802562954.0,627340314721.0,,-18663418587.0
- Công ty Cổ phần Cao su Yên Bái (2),- Công ty Cổ phần Cao su Yên Bái (2),- Công ty Cổ phần Cao su Yên Bái (2),,329.330.546.000,,(442.007.213),320.306.546.000,,(462.753.691),,329330546000.0,,-442007213.0,320306546000.0,,-462753691.0
- Công ty Cổ phần Cao su Hòa Bình (1),- Công ty Cổ phần Cao su Hòa Bình (1),- Công ty Cổ phần Cao su Hòa Bình (1),HRC,502.951.680.000,627.026.400.000,-,502.951.680.000,507.276.000.000,-,,502951680000.0,627026400000.0,,502951680000.0,507276000000.0,
- Công ty Cổ phần Thương mại Dịch vụ và Du lịch Cao,- Công ty Cổ phần Thương mại Dịch vụ và Du lịch Cao,- Công ty Cổ phần Thương mại Dịch vụ và Du lịch Cao,,39.444.923.852,,(15.444.034.192),39.444.923.852,,(16.118.304.854),,39444923852.0,,-15444034192.0,39444923852.0,,-16118304854.0
- Công ty Cổ phần VRG Khải Hoàn,- Công ty Cổ phần VRG Khải Hoàn,- Công ty Cổ phần VRG Khải Hoàn,,159.839.357.271,,-,166.165.961.768,,-,,159839357271.0,,,166165961768.0,,
- Công ty Cổ phần Đầu tư và Phát triển Cao su Nghệ An (2),- Công ty Cổ phần Đầu tư và Phát triển Cao su Nghệ An (2),- Công ty Cổ phần Đầu tư và Phát triển Cao su Nghệ An (2),,579.059.466.154,,(2.201.064.089),555.397.466.154,,-,,579059466154.0,,-2201064089.0,555397466154.0,,
- Công ty Cổ phần Xuất khẩu Cao su VRG Nhật Bản,- Công ty Cổ phần Xuất khẩu Cao su VRG Nhật Bản,- Công ty Cổ phần Xuất khẩu Cao su VRG Nhật Bản,,5.274.639.336,,-,5.274.639.336,,-,,5274639336.0,,,5274639336.0,,
- Công ty Cổ phần Gỗ MDF VRG Kiên Giang,- Công ty Cổ phần Gỗ MDF VRG Kiên Giang,- Công ty Cổ phần Gỗ MDF VRG Kiên Giang,,477.000.000.000,,(133.746.752.178),477.000.000.000,,-,,477000000000.0,,-133746752178.0,477000000000.0,,
