row_label_raw,row_label_full,Phải thu về ứng vốn kinh doanh,Phải thu về ứng vốn kinh doanh_1,25.062.673.000,23.754.089.515,numeric__Phải thu về ứng vốn kinh doanh_1,numeric__25.062.673.000,numeric__23.754.089.515
- Công ty CP Cao su Sơn La,- Công ty CP Cao su Sơn La,- Công ty CP Cao su Sơn La,Công ty con,-,5.506.416.515,,,5506416515.0
- Công ty TNHH MTV Cao su Quảng Ngãi,- Công ty TNHH MTV Cao su Quảng Ngãi,- Công ty TNHH MTV Cao su Quảng Ngãi,Công ty con,-,1.000.000.000,,,1000000000.0
- Công ty CP Gỗ MDF VRG Kiên Giang,- Công ty CP Gỗ MDF VRG Kiên Giang,- Công ty CP Gỗ MDF VRG Kiên Giang,Công ty con,5.000.000.000,5.000.000.000,,5000000000.0,5000000000.0
- Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,- Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,- Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,Công ty con,20.062.673.000,12.247.673.000,,20062673000.0,12247673000.0
Phải thu về tạm ứng vốn điều lệ,Phải thu về tạm ứng vốn điều lệ,Phải thu về tạm ứng vốn điều lệ,Phải thu về tạm ứng vốn điều lệ,1.120.804.557.748,635.252.486.298,,1120804557748.0,635252486298.0
- Công ty TNHH MTV TCT Cao su Đồng Nai,- Công ty TNHH MTV TCT Cao su Đồng Nai,- Công ty TNHH MTV TCT Cao su Đồng Nai,Công ty con,67.297.000.000,67.297.000.000,,67297000000.0,67297000000.0
- Công ty TNHH MTV Cao su Lộc Ninh,- Công ty TNHH MTV Cao su Lộc Ninh,- Công ty TNHH MTV Cao su Lộc Ninh,Công ty con,134.104.382.225,115.195.000.000,,134104382225.0,115195000000.0
- Công ty TNHH MTV Cao su Krông Buk,- Công ty TNHH MTV Cao su Krông Buk,- Công ty TNHH MTV Cao su Krông Buk,Công ty con,16.500.000.000,10.000.000.000,,16500000000.0,10000000000.0
- Công ty TNHH MTV Cao su EahLeo,- Công ty TNHH MTV Cao su EahLeo,- Công ty TNHH MTV Cao su EahLeo,Công ty con,17.000.000.000,14.000.000.000,,17000000000.0,14000000000.0
- Công ty TNHH MTV Cao su Chư Pãh,- Công ty TNHH MTV Cao su Chư Pãh,- Công ty TNHH MTV Cao su Chư Pãh,Công ty con,79.386.065.071,43.299.270.341,,79386065071.0,43299270341.0
- Công ty TNHH MTV Cao su Chư Prống,- Công ty TNHH MTV Cao su Chư Prống,- Công ty TNHH MTV Cao su Chư Prống,Công ty con,56.435.911.551,33.435.911.551,,56435911551.0,33435911551.0
- Công ty TNHH MTV Cao Su Chư Sê,- Công ty TNHH MTV Cao Su Chư Sê,- Công ty TNHH MTV Cao Su Chư Sê,Công ty con,178.607.996.594,118.820.259.245,,178607996594.0,118820259245.0
- Công ty TNHH MTV Cao Su Mang Yang,- Công ty TNHH MTV Cao Su Mang Yang,- Công ty TNHH MTV Cao Su Mang Yang,Công ty con,50.469.466.667,10.493.165.313,,50469466667.0,10493165313.0
- Công ty TNHH MTV Cao su Quảng Nam,- Công ty TNHH MTV Cao su Quảng Nam,- Công ty TNHH MTV Cao su Quảng Nam,Công ty con,91.239.924.402,45.034.344.402,,91239924402.0,45034344402.0
- Công ty TNHH MTV Cao su Quảng Ngãi,- Công ty TNHH MTV Cao su Quảng Ngãi,- Công ty TNHH MTV Cao su Quảng Ngãi,Công ty con,-,-,,,
Công ty TNHH MTV cao su Dầu Tiếng,- Công ty TNHH MTV Cao su Quảng Ngãi > Công ty TNHH MTV cao su Dầu Tiếng,Công ty TNHH MTV cao su Dầu Tiếng,Công ty con,103.235.000.000,75.953.000.000,,103235000000.0,75953000000.0
- Công ty TNHH MTV Cao su Quảng trị,- Công ty TNHH MTV Cao su Quảng Ngãi > - Công ty TNHH MTV Cao su Quảng trị,- Công ty TNHH MTV Cao su Quảng trị,Công ty con,40.095.796.430,16.532.708.204,,40095796430.0,16532708204.0
- Công ty TNHH MTV Cao su Hà Tĩnh,- Công ty TNHH MTV Cao su Quảng Ngãi > - Công ty TNHH MTV Cao su Hà Tĩnh,- Công ty TNHH MTV Cao su Hà Tĩnh,Công ty con,99.508.436.210,41.678.765.667,,99508436210.0,41678765667.0
- Công ty TNHH MTV Cao su Thanh Hóa,- Công ty TNHH MTV Cao su Quảng Ngãi > - Công ty TNHH MTV Cao su Thanh Hóa,- Công ty TNHH MTV Cao su Thanh Hóa,Công ty con,17.590.901.160,11.378.246.728,,17590901160.0,11378246728.0
- Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,- Công ty TNHH MTV Cao su Quảng Ngãi > - Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,- Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,Công ty con,65.765.724.847,12.634.814.847,,65765724847.0,12634814847.0
- Công ty TNHH MTV Cao su Nam Giang - Quảng Nam,- Công ty TNHH MTV Cao su Quảng Ngãi > - Công ty TNHH MTV Cao su Nam Giang - Quảng Nam,- Công ty TNHH MTV Cao su Nam Giang - Quảng Nam,Công ty con,98.636.000.000,19.500.000.000,,98636000000.0,19500000000.0
- Trung tâm y tế Cao su,- Công ty TNHH MTV Cao su Quảng Ngãi > - Trung tâm y tế Cao su,- Trung tâm y tế Cao su,Công ty con,4.931.952.591,-,,4931952591.0,
Phải thu Cổ tức lợi nhuận được chia,- Công ty TNHH MTV Cao su Quảng Ngãi > Phải thu Cổ tức lợi nhuận được chia,Phải thu Cổ tức lợi nhuận được chia,Phải thu Cổ tức lợi nhuận được chia,854.621.865.400,413.821.668.000,,854621865400.0,413821668000.0
- Công ty CP Cao su Phước Hòa,- Công ty TNHH MTV Cao su Quảng Ngãi > - Công ty CP Cao su Phước Hòa,- Công ty CP Cao su Phước Hòa,Công ty con,270.792.030.000,135.396.015.000,,270792030000.0,135396015000.0
- Công ty CP Đầu tư Xây dựng Cao su,- Công ty TNHH MTV Cao su Quảng Ngãi > - Công ty CP Đầu tư Xây dựng Cao su,- Công ty CP Đầu tư Xây dựng Cao su,Công ty liên kết,8.752.000.000,8.752.000.000,,8752000000.0,8752000000.0
- Công ty CP Cao su Tây Ninh,- Công ty TNHH MTV Cao su Quảng Ngãi > - Công ty CP Cao su Tây Ninh,- Công ty CP Cao su Tây Ninh,Công ty con,27.000.000.000,27.000.000.000,,27000000000.0,27000000000.0
- Công ty CP Cao su Đồng Phú,- Công ty TNHH MTV Cao su Quảng Ngãi > - Công ty CP Cao su Đồng Phú,- Công ty CP Cao su Đồng Phú,Công ty con,120.000.000.000,96.000.000.000,,120000000000.0,96000000000.0
- Công ty CP Cao su Bà Rịa,- Công ty TNHH MTV Cao su Quảng Ngãi > - Công ty CP Cao su Bà Rịa,- Công ty CP Cao su Bà Rịa,Công ty con,27.413.100.000,27.413.100.000,,27413100000.0,27413100000.0
- Công ty CP Cao su Tân Biên,- Công ty TNHH MTV Cao su Quảng Ngãi > - Công ty CP Cao su Tân Biên,- Công ty CP Cao su Tân Biên,Công ty con,86.590.553.000,86.590.553.000,,86590553000.0,86590553000.0
- Công Ty CP Khu Công nghiệp Nam Tân Uyên,- Công ty TNHH MTV Cao su Quảng Ngãi > - Công Ty CP Khu Công nghiệp Nam Tân Uyên,- Công Ty CP Khu Công nghiệp Nam Tân Uyên,Công ty liên kết,-,32.670.000.000,,,32670000000.0
- Công ty CP Gỗ MDF VRG - Dongwha,- Công ty TNHH MTV Cao su Quảng Ngãi > - Công ty CP Gỗ MDF VRG - Dongwha,- Công ty CP Gỗ MDF VRG - Dongwha,Công ty con,294.000.000.000,-,,294000000000.0,
- Công ty CP Cao su Bến Thành,- Công ty TNHH MTV Cao su Quảng Ngãi > - Công ty CP Cao su Bến Thành,- Công ty CP Cao su Bến Thành,Công ty con,6.045.658.000,-,,6045658000.0,
- Công ty CP Gỗ MDF VRG Quảng Trị,- Công ty TNHH MTV Cao su Quảng Ngãi > - Công ty CP Gỗ MDF VRG Quảng Trị,- Công ty CP Gỗ MDF VRG Quảng Trị,Công ty con,14.028.524.400,-,,14028524400.0,
Phải thu tiền lãi dự thu,- Công ty TNHH MTV Cao su Quảng Ngãi > Phải thu tiền lãi dự thu,Phải thu tiền lãi dự thu,Phải thu tiền lãi dự thu,7.906.350.504,1.707.899.007,,7906350504.0,1707899007.0
- Công ty CP Gỗ MDF VRG Kiên Giang,- Công ty TNHH MTV Cao su Quảng Ngãi > - Công ty CP Gỗ MDF VRG Kiên Giang,- Công ty CP Gỗ MDF VRG Kiên Giang,Công ty con,7.906.350.504,1.707.899.007,,7906350504.0,1707899007.0
Phải thu lãi cho vay vốn AFD,- Công ty TNHH MTV Cao su Quảng Ngãi > Phải thu lãi cho vay vốn AFD,Phải thu lãi cho vay vốn AFD,Phải thu lãi cho vay vốn AFD,4.700.088.618,5.350.120.087,,4700088618.0,5350120087.0
- Công ty TNHH MTV Cao su Bình Thuận,- Công ty TNHH MTV Cao su Quảng Ngãi > - Công ty TNHH MTV Cao su Bình Thuận,- Công ty TNHH MTV Cao su Bình Thuận,Công ty con,416.109.816,450.136.286,,416109816.0,450136286.0
- Công ty TNHH MTV Cao su Krông Buk,- Công ty TNHH MTV Cao su Quảng Ngãi > - Công ty TNHH MTV Cao su Krông Buk,- Công ty TNHH MTV Cao su Krông Buk,Công ty con,118.898.682,138.191.266,,118898682.0,138191266.0
- Công ty TNHH MTV Cao su Eah Leo,- Công ty TNHH MTV Cao su Quảng Ngãi > - Công ty TNHH MTV Cao su Eah Leo,- Công ty TNHH MTV Cao su Eah Leo,Công ty con,170.966.963,200.031.347,,170966963.0,200031347.0
- Công ty TNHH MTV Cao su Chư Pãh,- Công ty TNHH MTV Cao su Quảng Ngãi > - Công ty TNHH MTV Cao su Chư Pãh,- Công ty TNHH MTV Cao su Chư Pãh,Công ty con,797.052.284,920.089.236,,797052284.0,920089236.0
- Công ty TNHH MTV Cao su Chư Prông,- Công ty TNHH MTV Cao su Quảng Ngãi > - Công ty TNHH MTV Cao su Chư Prông,- Công ty TNHH MTV Cao su Chư Prông,Công ty con,55.760.650,99.850.466,,55760650.0,99850466.0
- Công ty TNHH MTV Cao Su Chư Sê,- Công ty TNHH MTV Cao su Quảng Ngãi > - Công ty TNHH MTV Cao Su Chư Sê,- Công ty TNHH MTV Cao Su Chư Sê,Công ty con,270.969.984,313.586.172,,270969984.0,313586172.0
