row_label_raw,row_label_full,Doanh thu bán hàng hóa và cung cấp dịch vụ,col_1,6.891.872.944,1.729.411.132,numeric__col_1,numeric__6.891.872.944,numeric__1.729.411.132
- Công ty CP Cao su Hòa Bình,- Công ty CP Cao su Hòa Bình,- Công ty CP Cao su Hòa Bình,Công ty con,79.800.000,-,,79800000.0,
- Công ty CP Cao su Tây Ninh,- Công ty CP Cao su Tây Ninh,- Công ty CP Cao su Tây Ninh,Công ty con,646.529.261,356.816.843,,646529261.0,356816843.0
- Công ty CP Cao su Phước Hòa,- Công ty CP Cao su Phước Hòa,- Công ty CP Cao su Phước Hòa,Công ty con,638.875.000,254.016.000,,638875000.0,254016000.0
- Công ty CP Cao Su Bảo Lâm,- Công ty CP Cao Su Bảo Lâm,- Công ty CP Cao Su Bảo Lâm,Công ty con,137.800.667,77.630.001,,137800667.0,77630001.0
- Công ty TNHH MTV Cao su Thanh Hóa,- Công ty TNHH MTV Cao su Thanh Hóa,- Công ty TNHH MTV Cao su Thanh Hóa,Công ty con,49.236.727,-,,49236727.0,
- Công ty TNHH MTV Cao su Bình Long,- Công ty TNHH MTV Cao su Bình Long,- Công ty TNHH MTV Cao su Bình Long,Công ty con,107.682.500,-,,107682500.0,
- Công ty TNHH MTV Cao su Bình Thuận,- Công ty TNHH MTV Cao su Bình Thuận,- Công ty TNHH MTV Cao su Bình Thuận,Công ty con,101.972.350,-,,101972350.0,
- Công ty TNHH MTV Cao su Đầu Tiếng,- Công ty TNHH MTV Cao su Đầu Tiếng,- Công ty TNHH MTV Cao su Đầu Tiếng,Công ty con,1.239.902.000,-,,1239902000.0,
- Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,- Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,- Công ty TNHH MTV Cao su Hương Khê Hà Tĩnh,Công ty con,12.407.655,-,,12407655.0,
- Công ty TNHH MTV Cao su KonTum,- Công ty TNHH MTV Cao su KonTum,- Công ty TNHH MTV Cao su KonTum,Công ty con,10.155.500,51.391.800,,10155500.0,51391800.0
- Công ty TNHH MTV Cao su Lộc Ninh,- Công ty TNHH MTV Cao su Lộc Ninh,- Công ty TNHH MTV Cao su Lộc Ninh,Công ty con,283.575.000,253.726.728,,283575000.0,253726728.0
- Công ty TNHH MTV Cao Su Mang Yang,- Công ty TNHH MTV Cao Su Mang Yang,- Công ty TNHH MTV Cao Su Mang Yang,Công ty con,255.903.795,-,,255903795.0,
- Công ty TNHH MTV Cao su Phú Riềng,- Công ty TNHH MTV Cao su Phú Riềng,- Công ty TNHH MTV Cao su Phú Riềng,Công ty con,606.518.000,-,,606518000.0,
- Công ty TNHH MTV TCT Cao su Đồng Nai,- Công ty TNHH MTV TCT Cao su Đồng Nai,- Công ty TNHH MTV TCT Cao su Đồng Nai,Công ty con,447.733.000,-,,447733000.0,
- Công ty TNHH MTV Cao su Chư Pãh,- Công ty TNHH MTV Cao su Chư Pãh,- Công ty TNHH MTV Cao su Chư Pãh,Công ty con,95.245.645,53.834.550,,95245645.0,53834550.0
- Công ty CP Cao su Đồng Phú,- Công ty CP Cao su Đồng Phú,- Công ty CP Cao su Đồng Phú,Công ty con,467.875.000,-,,467875000.0,
- Công ty CP Cao su Sa Thầy,- Công ty CP Cao su Sa Thầy,- Công ty CP Cao su Sa Thầy,Công ty con,43.120.500,-,,43120500.0,
- Công ty CP Cao su Tân Biên,- Công ty CP Cao su Tân Biên,- Công ty CP Cao su Tân Biên,Công ty con,42.455.500,-,,42455500.0,
- Công ty CP Cao Su Việt Lào,- Công ty CP Cao Su Việt Lào,- Công ty CP Cao Su Việt Lào,Công ty liên kết,109.090.908,54.545.454,,109090908.0,54545454.0
