row_label_raw,row_label_full,Mua hàng hóa,col_1,661.311.966.284,12.011.999.059,numeric__col_1,numeric__661.311.966.284,numeric__12.011.999.059
- Công ty CP Cao su Tây Ninh,- Công ty CP Cao su Tây Ninh,- Công ty CP Cao su Tây Ninh,Công ty con,16.285.665.917,-,,16285665917.0,
- Công ty CP Cao su Điện Biên,- Công ty CP Cao su Điện Biên,- Công ty CP Cao su Điện Biên,Công ty con,29.665.733.317,-,,29665733317.0,
- Công ty CP Cao su Lai Châu,- Công ty CP Cao su Lai Châu,- Công ty CP Cao su Lai Châu,Công ty con,28.270.382.316,-,,28270382316.0,
- Công ty CP Cao su Tân Biên,- Công ty CP Cao su Tân Biên,- Công ty CP Cao su Tân Biên,Công ty con,16.497.062.567,4.100.007.614,,16497062567.0,4100007614.0
- Công ty TNHH MTV Cao su Nam Giang - Quảng Nam,- Công ty TNHH MTV Cao su Nam Giang - Quảng Nam,- Công ty TNHH MTV Cao su Nam Giang - Quảng Nam,Công ty con,24.620.499.247,-,,24620499247.0,
- Công ty CP Cao su Sa Thầy,- Công ty CP Cao su Sa Thầy,- Công ty CP Cao su Sa Thầy,Công ty con,84.905.528.804,1.255.181.858,,84905528804.0,1255181858.0
- Công ty CP Cao su Sơn La,- Công ty CP Cao su Sơn La,- Công ty CP Cao su Sơn La,Công ty con,17.982.720.000,-,,17982720000.0,
- Công ty TNHH MTV Cao su Bình Long,- Công ty TNHH MTV Cao su Bình Long,- Công ty TNHH MTV Cao su Bình Long,Công ty con,7.779.230.968,-,,7779230968.0,
- Công ty TNHH MTV Cao su Bình Thuận,- Công ty TNHH MTV Cao su Bình Thuận,- Công ty TNHH MTV Cao su Bình Thuận,Công ty con,3.124.800.000,-,,3124800000.0,
- Công ty TNHH MTV Cao su Chư Pãh,- Công ty TNHH MTV Cao su Chư Pãh,- Công ty TNHH MTV Cao su Chư Pãh,Công ty con,31.500.309.888,-,,31500309888.0,
- Công ty TNHH MTV Cao su Chư Prông,- Công ty TNHH MTV Cao su Chư Prông,- Công ty TNHH MTV Cao su Chư Prông,Công ty con,39.255.565.366,-,,39255565366.0,
- Công ty TNHH MTV Cao su Eah Leo,- Công ty TNHH MTV Cao su Eah Leo,- Công ty TNHH MTV Cao su Eah Leo,Công ty con,39.540.657.341,171.963.027,,39540657341.0,171963027.0
- Công ty TNHH MTV Cao su Hà Tĩnh,- Công ty TNHH MTV Cao su Hà Tĩnh,- Công ty TNHH MTV Cao su Hà Tĩnh,Công ty con,42.882.903.038,1.918.344.012,,42882903038.0,1918344012.0
- Công ty TNHH MTV Cao su Churnomray,- Công ty TNHH MTV Cao su Churnomray,- Công ty TNHH MTV Cao su Churnomray,Công ty con,72.944.579.282,4.530.050.000,,72944579282.0,4530050000.0
