row_label_raw,row_label_full,col_0,Mối quan hệ,Năm 2019,Từ 01/06/2018đến 31/12/2018,numeric__Mối quan hệ,numeric__Năm 2019,numeric__Từ 01/06/2018đến 31/12/2018
,,,Mối quan hệ,VND,VND,,,
Doanh thu phí quản lý ngành,Doanh thu phí quản lý ngành,Doanh thu phí quản lý ngành,,50.418.057.031,38.748.241.521,,50418057031.0,38748241521.0
- Công ty TNHH MTV Cao su Bình Long,- Công ty TNHH MTV Cao su Bình Long,- Công ty TNHH MTV Cao su Bình Long,Công ty con,5.543.720.316,3.587.555.059,,5543720316.0,3587555059.0
- Công ty TNHH MTV Cao su Bình Thuận,- Công ty TNHH MTV Cao su Bình Thuận,- Công ty TNHH MTV Cao su Bình Thuận,Công ty con,2.173.969.179,1.620.166.183,,2173969179.0,1620166183.0
- Công ty TNHH MTV Cao su Phú Riềng,- Công ty TNHH MTV Cao su Phú Riềng,- Công ty TNHH MTV Cao su Phú Riềng,Công ty con,8.561.933.601,6.454.892.011,,8561933601.0,6454892011.0
- Công ty TNHH MTV Cao su Bà Rịa,- Công ty TNHH MTV Cao su Bà Rịa,- Công ty TNHH MTV Cao su Bà Rịa,Công ty con,-,-,,,
- Công ty TNHH MTV Cao su Chư Pãh,- Công ty TNHH MTV Cao su Bà Rịa > - Công ty TNHH MTV Cao su Chư Pãh,- Công ty TNHH MTV Cao su Chư Pãh,Công ty con,2.538.238.697,2.075.628.822,,2538238697.0,2075628822.0
- Công ty TNHH MTV Cao su Chư Prông,- Công ty TNHH MTV Cao su Bà Rịa > - Công ty TNHH MTV Cao su Chư Prông,- Công ty TNHH MTV Cao su Chư Prông,Công ty con,2.146.448.497,1.624.701.703,,2146448497.0,1624701703.0
- Công ty TNHH MTV Cao su Chư Sê,- Công ty TNHH MTV Cao su Bà Rịa > - Công ty TNHH MTV Cao su Chư Sê,- Công ty TNHH MTV Cao su Chư Sê,Công ty con,759.978.389,643.160.323,,759978389.0,643160323.0
- Công ty TNHH MTV Cao su Eah Leo,- Công ty TNHH MTV Cao su Bà Rịa > - Công ty TNHH MTV Cao su Eah Leo,- Công ty TNHH MTV Cao su Eah Leo,Công ty con,1.952.918.340,1.663.048.379,,1952918340.0,1663048379.0
- Công ty TNHH MTV Cao su Kon Tum,- Công ty TNHH MTV Cao su Bà Rịa > - Công ty TNHH MTV Cao su Kon Tum,- Công ty TNHH MTV Cao su Kon Tum,Công ty con,4.184.410.139,4.089.117.096,,4184410139.0,4089117096.0
- Công ty TNHH MTV Cao su Krông Buk,- Công ty TNHH MTV Cao su Bà Rịa > - Công ty TNHH MTV Cao su Krông Buk,- Công ty TNHH MTV Cao su Krông Buk,Công ty con,618.135.402,445.654.692,,618135402.0,445654692.0
- Công ty TNHH MTV Cao su Lộc Ninh,- Công ty TNHH MTV Cao su Bà Rịa > - Công ty TNHH MTV Cao su Lộc Ninh,- Công ty TNHH MTV Cao su Lộc Ninh,Công ty con,3.136.864.724,3.088.889.673,,3136864724.0,3088889673.0
- Công ty TNHH MTV Cao su Quảng trị,- Công ty TNHH MTV Cao su Bà Rịa > - Công ty TNHH MTV Cao su Quảng trị,- Công ty TNHH MTV Cao su Quảng trị,Công ty con,321.925.291,252.200.000,,321925291.0,252200000.0
- Công ty TNHH MTV Cao su Dầu Tiếng,- Công ty TNHH MTV Cao su Bà Rịa > - Công ty TNHH MTV Cao su Dầu Tiếng,- Công ty TNHH MTV Cao su Dầu Tiếng,Công ty con,9.247.845.053,6.565.379.917,,9247845053.0,6565379917.0
- Công ty TNHH MTV TCT Cao su Đồng Nai,- Công ty TNHH MTV Cao su Bà Rịa > - Công ty TNHH MTV TCT Cao su Đồng Nai,- Công ty TNHH MTV TCT Cao su Đồng Nai,Công ty con,9.231.669.403,6.637.847.663,,9231669403.0,6637847663.0
