row_label_raw,row_label_full,col_0,Năm 2019,Từ 01/06/2018đến 31/12/2018,numeric__Năm 2019,numeric__Từ 01/06/2018đến 31/12/2018
,,,VND,VND,,
Tổng lợi nhuận kế toán trước thuế TNDN,Tổng lợi nhuận kế toán trước thuế TNDN,Tổng lợi nhuận kế toán trước thuế TNDN,2.590.903.860.441,1.213.421.293.553,2590903860441.0,1213421293553.0
Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,Các khoản điều chỉnh tăng,13.980.266.447,102.351.467,13980266447.0,102351467.0
- Chi phí không hợp lệ,- Chi phí không hợp lệ,- Chi phí không hợp lệ,13.980.266.447,102.351.467,13980266447.0,102351467.0
Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,Các khoản điều chỉnh giảm,(2.837.206.669.453),(2.047.920.997.113),-2837206669453.0,-2047920997113.0
"- Cổ tức, lợi nhuận được chia","- Cổ tức, lợi nhuận được chia","- Cổ tức, lợi nhuận được chia",(1.283.433.490.403),(918.799.778.500),-1283433490403.0,-918799778500.0
- Lợi nhuận được chia từ các công ty con đầu tư 100% vốn,- Lợi nhuận được chia từ các công ty con đầu tư 100% vốn,- Lợi nhuận được chia từ các công ty con đầu tư 100% vốn,(1.553.759.788.229),(1.129.121.218.613),-1553759788229.0,-1129121218613.0
Thu nhập chịu thuế TNDN,Thu nhập chịu thuế TNDN,Thu nhập chịu thuế TNDN,(232.322.542.565),(834.397.352.093),-232322542565.0,-834397352093.0
Chi phí thuế thu nhập doanh nghiệp hiện hành (thuế suất 20%),Chi phí thuế thu nhập doanh nghiệp hiện hành (thuế suất 20%),Chi phí thuế thu nhập doanh nghiệp hiện hành (thuế suất 20%),-,-,,
Các khoản điều chỉnh chí phí thuế TNDN của các năm trước vào chi phí thuế TNDN hiện hành năm,Chi phí thuế thu nhập doanh nghiệp hiện hành (thuế suất 20%) > Các khoản điều chỉnh chí phí thuế TNDN của các năm trước vào chi phí thuế TNDN hiện hành năm,Các khoản điều chỉnh chí phí thuế TNDN của các năm trước vào chi phí thuế TNDN hiện hành năm,-,(354.917.566),,-354917566.0
Thuế thu nhập doanh nghiệp phải nộp đầu năm,Chi phí thuế thu nhập doanh nghiệp hiện hành (thuế suất 20%) > Thuế thu nhập doanh nghiệp phải nộp đầu năm,Thuế thu nhập doanh nghiệp phải nộp đầu năm,(33.132.521.750),(32.777.604.184),-33132521750.0,-32777604184.0
Thuế thu nhập doanh nghiệp đã nộp trong năm,Thuế thu nhập doanh nghiệp đã nộp trong năm,Thuế thu nhập doanh nghiệp đã nộp trong năm,-,-,,
Tổng thuế TNDN phải nộp cuối năm,Thuế thu nhập doanh nghiệp đã nộp trong năm > Tổng thuế TNDN phải nộp cuối năm,Tổng thuế TNDN phải nộp cuối năm,(33.132.521.750),(33.132.521.750),-33132521750.0,-33132521750.0
