row_label_raw,row_label_full,col_0,col_1,01/01/2019 > Giá trị,01/01/2019 > Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > Giảm,31/12/2019 > Giá trị,31/12/2019 > Số có khả năng trả nợ,numeric__col_1,numeric__01/01/2019 > Giá trị,numeric__01/01/2019 > Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > Giảm,numeric__31/12/2019 > Giá trị,numeric__31/12/2019 > Số có khả năng trả nợ
,,,,VND,VND,VND,VND,VND,VND,,,,,,,
a),a),a),Vay ngắn hạn,,,,,,,,,,,,,
a),a) > a),a),- Vay dài hạn đến hạn trả,31.514.615.908,31.514.615.908,31.514.615.908,31.514.615.908,31.514.615.908,31.514.615.908,,31514615908.0,31514615908.0,31514615908.0,31514615908.0,31514615908.0,31514615908.0
a),a) > a),a),+ Ngân hàng TMCP Phát triển Việt Nam (Sở giao dịch 2) - Vay AFD (*),31.514.615.908,31.514.615.908,31.514.615.908,31.514.615.908,31.514.615.908,31.514.615.908,,31514615908.0,31514615908.0,31514615908.0,31514615908.0,31514615908.0,31514615908.0
a),a) > a),a),,31.514.615.908,31.514.615.908,31.514.615.908,31.514.615.908,31.514.615.908,31.514.615.908,,31514615908.0,31514615908.0,31514615908.0,31514615908.0,31514615908.0,31514615908.0
b),b),b),Vay dài hạn,,,,,,,,,,,,,
b),b) > b),b),+ Ngân hàng TMCP Phát triển Việt Nam (Sở giao dịch 2) - Vay AFD (*),220.602.311.345,220.602.311.345,-,31.514.615.908,189.087.695.437,189.087.695.437,,220602311345.0,220602311345.0,,31514615908.0,189087695437.0,189087695437.0
b),b) > b),b),,220.602.311.345,220.602.311.345,-,31.514.615.908,189.087.695.437,189.087.695.437,,220602311345.0,220602311345.0,,31514615908.0,189087695437.0,189087695437.0
b),b) > b),b),Khoản đến hạn trả trong vòng 12 tháng,(31.514.615.908),(31.514.615.908),(31.514.615.908),(31.514.615.908),(31.514.615.908),(31.514.615.908),,-31514615908.0,-31514615908.0,-31514615908.0,-31514615908.0,-31514615908.0,-31514615908.0
b),b) > b),b),Khoản đến hạn trả sau 12 tháng,189.087.695.437,189.087.695.437,,,157.573.079.529,157.573.079.529,,189087695437.0,189087695437.0,,,157573079529.0,157573079529.0
