row_label_raw,row_label_full,col_0,Từ 1 nămtrở xuống,Trên 1 nàmdến 5 năm,Trên 5 năm,Cộng,numeric__Từ 1 nămtrở xuống,numeric__Trên 1 nàmdến 5 năm,numeric__Trên 5 năm,numeric__Cộng
,,,VND,VND,VND,VND,,,,
Tại ngày 31/12/2019,Tại ngày 31/12/2019,Tại ngày 31/12/2019,Tại ngày 31/12/2019,Tại ngày 31/12/2019,Tại ngày 31/12/2019,Tại ngày 31/12/2019,,,,
Đầu tư dài hạn,Tại ngày 31/12/2019 > Đầu tư dài hạn,Đầu tư dài hạn,-,204.905.494.386,-,204.905.494.386,,204905494386.0,,204905494386.0
,,,-,204.905.494.386,-,204.905.494.386,,204905494386.0,,204905494386.0
Tại ngày 01/01/2019,Tại ngày 01/01/2019,Tại ngày 01/01/2019,Tại ngày 01/01/2019,Tại ngày 01/01/2019,Tại ngày 01/01/2019,Tại ngày 01/01/2019,,,,
Đầu tư ngắn hạn,Tại ngày 01/01/2019 > Đầu tư ngắn hạn,Đầu tư ngắn hạn,1.552.808.830,-,-,1.552.808.830,1552808830.0,,,1552808830.0
Đầu tư dài hạn,Tại ngày 01/01/2019 > Đầu tư dài hạn,Đầu tư dài hạn,-,85.841.328.000,-,85.841.328.000,,85841328000.0,,85841328000.0
,,,1.552.808.830,85.841.328.000,-,87.394.136.830,1552808830.0,85841328000.0,,87394136830.0
