row_label_raw,row_label_full,col_0,Mối quan hệ,31/12/2019,01/01/2019,numeric__Mối quan hệ,numeric__31/12/2019,numeric__01/01/2019
,,,Mối quan hệ,VND,VND,,,
Phải thu ngắn hạn khách hàng,Phải thu ngắn hạn khách hàng,Phải thu ngắn hạn khách hàng,,1.381.230.495,735.671.239,,1381230495.0,735671239.0
- Công ty CP Cao su Phước Hòa,- Công ty CP Cao su Phước Hòa,- Công ty CP Cao su Phước Hòa,Công ty con,702.762.500,-,,702762500.0,
- Công ty CP tư vấn XD đô thị - KCN Cao su VN,- Công ty CP tư vấn XD đô thị - KCN Cao su VN,- Công ty CP tư vấn XD đô thị - KCN Cao su VN,Công ty con,327.013.101,327.013.101,,327013101.0,327013101.0
- Công ty CP Xây dựng - Địa ốc Cao su,- Công ty CP Xây dựng - Địa ốc Cao su,- Công ty CP Xây dựng - Địa ốc Cao su,Công ty liên kết,-,113.691.600,,,113691600.0
- Công ty CP Gỗ MDF VRG Quảng Trị,- Công ty CP Gỗ MDF VRG Quảng Trị,- Công ty CP Gỗ MDF VRG Quảng Trị,Công ty con,-,36.619.440,,,36619440.0
- Công ty CP TM DV và Du lịch Cao su,- Công ty CP TM DV và Du lịch Cao su,- Công ty CP TM DV và Du lịch Cao su,Công ty con,-,958.926,,,958926.0
- Công ty CP Xây dựng và Tư vấn Đầu tư,- Công ty CP Xây dựng và Tư vấn Đầu tư,- Công ty CP Xây dựng và Tư vấn Đầu tư,Công ty liên kết,84.621.250,137.324.250,,84621250.0,137324250.0
- Công ty TNHH MTV Cao su Phú Riềng,- Công ty TNHH MTV Cao su Phú Riềng,- Công ty TNHH MTV Cao su Phú Riềng,Công ty con,-,5.500.000,,,5500000.0
- Công ty TNHH MTV Cao su Chư Pãh,- Công ty TNHH MTV Cao su Chư Pãh,- Công ty TNHH MTV Cao su Chư Pãh,Công ty con,97.226.800,3.300.000,,97226800.0,3300000.0
- Công ty TNHH MTV cao su Krông Buk,- Công ty TNHH MTV cao su Krông Buk,- Công ty TNHH MTV cao su Krông Buk,Công ty con,-,3.300.000,,,3300000.0
- Công ty CP Cao su Tây Ninh,- Công ty CP Cao su Tây Ninh,- Công ty CP Cao su Tây Ninh,Công ty con,-,3.300.000,,,3300000.0
- Công ty CP Cao su Lai Châu II,- Công ty CP Cao su Lai Châu II,- Công ty CP Cao su Lai Châu II,Công ty con,-,3.300.000,,,3300000.0
- Công ty TNHH MTV Cao su Nam Giang - Quảng Nam,- Công ty TNHH MTV Cao su Nam Giang - Quảng Nam,- Công ty TNHH MTV Cao su Nam Giang - Quảng Nam,Công ty con,-,3.300.000,,,3300000.0
- Công ty CP Cao su Tân Biên,- Công ty CP Cao su Tân Biên,- Công ty CP Cao su Tân Biên,Công ty con,-,3.300.000,,,3300000.0
- Công ty TNHH MTV Cao su KonTum,- Công ty TNHH MTV Cao su KonTum,- Công ty TNHH MTV Cao su KonTum,Công ty con,-,3.300.000,,,3300000.0
- Công ty CP Cao su Sa Thầy,- Công ty CP Cao su Sa Thầy,- Công ty CP Cao su Sa Thầy,Công ty con,-,3.300.000,,,3300000.0
- Công ty CP Cao su Son La,- Công ty CP Cao su Son La,- Công ty CP Cao su Son La,Công ty con,-,3.300.000,,,3300000.0
- Công Ty CP Cao Su Hòa Binh,- Công Ty CP Cao Su Hòa Binh,- Công Ty CP Cao Su Hòa Binh,Công ty con,-,3.300.000,,,3300000.0
- Công ty CP Thế Thao Ngôi Sao Geru,- Công ty CP Thế Thao Ngôi Sao Geru,- Công ty CP Thế Thao Ngôi Sao Geru,Công ty con,6.479.000,-,,6479000.0,
- Công ty CP Gỗ MDF VRG Kiên Giang,- Công ty CP Gỗ MDF VRG Kiên Giang,- Công ty CP Gỗ MDF VRG Kiên Giang,Công ty con,163.127.844,81.563.922,,163127844.0,81563922.0
Trà trước cho người bán ngắn hạn,Trà trước cho người bán ngắn hạn,Trà trước cho người bán ngắn hạn,,12.437.832.493,3.000.000.000,,12437832493.0,3000000000.0
- Công ty TNHH MTV Cao su Thanh Hóa,- Công ty TNHH MTV Cao su Thanh Hóa,- Công ty TNHH MTV Cao su Thanh Hóa,Công ty con,-,3.000.000.000,,,3000000000.0
- Công ty Cổ phần Cao su Son La,- Công ty Cổ phần Cao su Son La,- Công ty Cổ phần Cao su Son La,Công ty con,12.437.832.493,-,,12437832493.0,
