row_label_raw,row_label_full,col_0,Tỷ lệ(%),Số tiềnVND,numeric__Tỷ lệ(%),numeric__Số tiềnVND
Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,Lợi nhuận sau thuế thu nhập doanh nghiệp,"100,00",1.213.421.293.553,100.0,1213421293553.0
Trích Quỹ đầu tư phát triển,Trích Quỹ đầu tư phát triển,Trích Quỹ đầu tư phát triển,"17,01",206.396.524.636,17.01,206396524636.0
"Trích Quỹ khen thưởng, phúc lợi","Trích Quỹ khen thưởng, phúc lợi","Trích Quỹ khen thưởng, phúc lợi","0,58",7.024.768.917,0.58,7024768917.0
"Chi trả cổ tức (bằng 2,5% vốn điều lệ)","Chi trả cổ tức (bằng 2,5% vốn điều lệ)","Chi trả cổ tức (bằng 2,5% vốn điều lệ)","82,41",1.000.000.000.000,82.41,1000000000000.0
