row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,numeric__Mối quan hệ
Công ty Cổ phần Tập đoàn Sunshine,Công ty Cổ phần Tập đoàn Sunshine,Công ty Cổ phần Tập đoàn Sunshine,Công ty cùng cố đồng góp vốn/ liên quan đến cán bộ quản lý chủ chốt,
Công ty Cổ phần Sunshine Homes,Công ty Cổ phần Sunshine Homes,Công ty Cổ phần Sunshine Homes,Công ty cùng cố đồng góp vốn/ liên quan đến cán bộ quản lý chủ chốt,
Công ty Cổ phần Sao Ánh Dương,Công ty Cổ phần Sao Ánh Dương,Công ty Cổ phần Sao Ánh Dương,Công ty liên quan đến cán bộ quản lý chủ chốt,
Công ty Cổ phần Sunshine AM,Công ty Cổ phần Sunshine AM,Công ty Cổ phần Sunshine AM,Công ty liên quan đến cán bộ quản lý chủ chốt,
Công ty Cổ phần Đầu tư Xây dựng Phú Thương,Công ty Cổ phần Đầu tư Xây dựng Phú Thương,Công ty Cổ phần Đầu tư Xây dựng Phú Thương,Công ty cùng cố đồng góp vốn,
Công ty Cổ phần Đầu tư Xây dựng Xuân Đình,Công ty Cổ phần Đầu tư Xây dựng Xuân Đình,Công ty Cổ phần Đầu tư Xây dựng Xuân Đình,Công ty con gián tiếp,
Công ty Cổ phần Đầu tư Thương mại Sunshine Tech,Công ty Cổ phần Đầu tư Thương mại Sunshine Tech,Công ty Cổ phần Đầu tư Thương mại Sunshine Tech,Công ty cùng cố đồng góp vốn,
Công ty Cổ phần Quản lý và Vận hành S-Service,Công ty Cổ phần Quản lý và Vận hành S-Service,Công ty Cổ phần Quản lý và Vận hành S-Service,Công ty cùng cố đồng góp vốn,
Công ty Cổ phần Kinh doanh Nhà Sunshine,Công ty Cổ phần Kinh doanh Nhà Sunshine,Công ty Cổ phần Kinh doanh Nhà Sunshine,Công ty cùng cố đồng góp vốn,
Công ty Cổ phần Dịch vụ và Truyền thông S-Media,Công ty Cổ phần Dịch vụ và Truyền thông S-Media,Công ty Cổ phần Dịch vụ và Truyền thông S-Media,Công ty cùng cố đồng góp vốn,
Công ty Cổ phần Tập đoàn Sunshine Sài Gòn,Công ty Cổ phần Tập đoàn Sunshine Sài Gòn,Công ty Cổ phần Tập đoàn Sunshine Sài Gòn,Công ty cùng cố đồng góp vốn,
Công ty Cổ phần Dịch vụ Thương mại S-Mart,Công ty Cổ phần Dịch vụ Thương mại S-Mart,Công ty Cổ phần Dịch vụ Thương mại S-Mart,Công ty cùng cố đồng góp vốn,
Công ty Cổ phần Marina 3,Công ty Cổ phần Marina 3,Công ty Cổ phần Marina 3,Công ty liên quan đến cán bộ quản lý chủ chốt,
Công ty Cổ phần Xây dựng SCG,Công ty Cổ phần Xây dựng SCG,Công ty Cổ phần Xây dựng SCG,Công ty liên quan đến cán bộ quản lý chủ chốt,
