row_label_raw,row_label_full,col_0,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A.,A.,A.,TÀI SẢN NGĂN HẠN,100,,2.736.735.087.685,4.235.977.232.602,,100.0,,2736735087685.0,4235977232602.0
I.,I.,I.,Tiền,110,4,11.533.443.817,62.362.571.411,,110.0,4.0,11533443817.0,62362571411.0
1.,1.,1.,Tiền,111,,11.533.443.817,62.362.571.411,,111.0,,11533443817.0,62362571411.0
II.,II.,II.,Đầu tư tài chính ngắn hạn,120,5,1.200.000.000.000,-,,120.0,5.0,1200000000000.0,
1.,1.,1.,Đầu tư nằm giữ đến ngày đáo hạn,123,,1.200.000.000.000,-,,123.0,,1200000000000.0,
III.,III.,III.,Các khoản phải thu ngắn hạn,130,,1.156.910.761.665,3.604.184.639.811,,130.0,,1156910761665.0,3604184639811.0
1.,1.,1.,Phải thu ngắn hạn của khách hàng,131,6,69.668.889.232,1.511.512.043.826,,131.0,6.0,69668889232.0,1511512043826.0
2.,2.,2.,Trả trước cho người bán ngắn hạn,132,7,18.520.109.018,26.145.944.562,,132.0,7.0,18520109018.0,26145944562.0
3.,3.,3.,Phải thu ngắn hạn khác,136,8,1.068.721.763.415,2.066.526.651.423,,136.0,8.0,1068721763415.0,2066526651423.0
IV.,IV.,IV.,Hàng tồn kho,140,,342.129.647.093,541.353.103.083,,140.0,,342129647093.0,541353103083.0
1.,1.,1.,Hàng tồn kho,141,9,342.129.647.093,541.353.103.083,,141.0,9.0,342129647093.0,541353103083.0
V.,V.,V.,Tài sản ngắn hạn khác,150,,26.161.235.110,28.076.918.297,,150.0,,26161235110.0,28076918297.0
1.,1.,1.,Chi phí trả trước ngắn hạn,151,10,16.494.670.470,21.583.833.394,,151.0,10.0,16494670470.0,21583833394.0
2.,2.,2.,Thuế giá trị gia tăng được khấu trừ,152,,7.498.151.386,1.495.045.513,,152.0,,7498151386.0,1495045513.0
3.,3.,3.,Thuế và các khoản khác phải thu Nhà nước,153,16,2.168.413.254,4.998.039.390,,153.0,16.0,2168413254.0,4998039390.0
B.,B.,B.,TÀI SẢN DÀI HẠN,200,,2.595.314.764.003,1.564.821.334.579,,200.0,,2595314764003.0,1564821334579.0
I.,I.,I.,Tài sản cố định,220,,54.709.250.140,37.000.282.900,,220.0,,54709250140.0,37000282900.0
1.,1.,1.,Tài sản cố định hữu hình,221,11,46.011.090.140,29.302.122.900,,221.0,11.0,46011090140.0,29302122900.0
,,,- Nguyên giá,222,,70.871.241.532,48.515.895.454,,222.0,,70871241532.0,48515895454.0
,,,- Giá trị hao mòn lũy kế,223,,(24.860.151.392),(19.213.772.554),,223.0,,-24860151392.0,-19213772554.0
2.,2.,2.,Tài sản cố định vô hình,227,,8.698.160.000,7.698.160.000,,227.0,,8698160000.0,7698160000.0
,,,- Nguyên giá,228,,8.698.160.000,7.698.160.000,,228.0,,8698160000.0,7698160000.0
,,,- Giá trị hao mòn lũy kế,229,,-,-,,229.0,,,
II.,II.,II.,Bất động sản đầu tư,230,12,88.138.647.421,60.605.810.370,,230.0,12.0,88138647421.0,60605810370.0
,,,- Nguyên giá,231,,95.105.921.724,65.769.614.864,,231.0,,95105921724.0,65769614864.0
,,,- Giá trị hao mòn lũy kế,232,,(6.967.274.303),(5.163.804.494),,232.0,,-6967274303.0,-5163804494.0
III.,III.,III.,Tài sản dở dang dài hạn,240,,64.832.296.054,81.850.360,,240.0,,64832296054.0,81850360.0
1.,1.,1.,Chi phí xây dựng cơ bản dở dang,242,13,64.832.296.054,81.850.360,,242.0,13.0,64832296054.0,81850360.0
IV.,IV.,IV.,Đầu tư tài chính dài hạn,250,5,2.387.634.570.388,1.467.133.390.949,,250.0,5.0,2387634570388.0,1467133390949.0
1.,1.,1.,Đầu tư vào công ty con,251,,2.187.450.000.000,-,,251.0,,2187450000000.0,
2.,2.,2.,Đầu tư góp vốn vào đơn vị khác,253,,201.450.000.000,268.600.000.000,,253.0,,201450000000.0,268600000000.0
3.,3.,3.,Dự phòng đầu tư tài chính dài hạn,254,,(1.265.429.612),(1.466.609.051),,254.0,,-1265429612.0,-1466609051.0
4.,4.,4.,Đầu tư nằm giữ đến ngày đáo hạn,255,,-,1.200.000.000.000,,255.0,,,1200000000000.0
,,,TỔNG CỘNG TÀI SẢN (270=100+200),270,,5.332.049.851.688,5.800.798.567.181,,270.0,,5332049851688.0,5800798567181.0
