row_label_raw,row_label_full,col_0,Số đầu năm > VNDGiá trị/Số có khả năng trả nợ,Trong năm > Tăng,Trong năm > VNDGiảm,Số cuối năm > VNDGiá trị/Số có khả năng trả nợ,numeric__Số đầu năm > VNDGiá trị/Số có khả năng trả nợ,numeric__Trong năm > Tăng,numeric__Trong năm > VNDGiảm,numeric__Số cuối năm > VNDGiá trị/Số có khả năng trả nợ
Ngân hàng TMCP Phát triển Nhà Thành phố Hồ Chí Minh - Chi nhánh Hà Nội (i),Ngân hàng TMCP Phát triển Nhà Thành phố Hồ Chí Minh - Chi nhánh Hà Nội (i),Ngân hàng TMCP Phát triển Nhà Thành phố Hồ Chí Minh - Chi nhánh Hà Nội (i),1.200.000.000.000,-,-,1.200.000.000.000,1200000000000.0,,,1200000000000.0
Công ty Cổ phần Tập đoàn Sunshine International Property Technology (ii),Công ty Cổ phần Tập đoàn Sunshine International Property Technology (ii),Công ty Cổ phần Tập đoàn Sunshine International Property Technology (ii),-,15.000.000.000,-,15.000.000.000,,15000000000.0,,15000000000.0
,,,1.200.000.000.000,15.000.000.000,-,1.215.000.000.000,1200000000000.0,15000000000.0,,1215000000000.0
Trong đó:- Số phải trả trong vòng 12 tháng,Trong đó:- Số phải trả trong vòng 12 tháng,Trong đó:- Số phải trả trong vòng 12 tháng,-,,,1.200.000.000.000,,,,1200000000000.0
- Số phải trả sau 12 tháng,- Số phải trả sau 12 tháng,- Số phải trả sau 12 tháng,1.200.000.000.000,,,15.000.000.000,1200000000000.0,,,15000000000.0
