row_label_raw,row_label_full,20. VAY,20. VAY_1,20. VAY_2,20. VAY_3,20. VAY_4,numeric__20. VAY_1,numeric__20. VAY_2,numeric__20. VAY_3,numeric__20. VAY_4
a. Vay ngắn hạn,a. Vay ngắn hạn,a. Vay ngắn hạn,Số đầu năm,Trong năm,Trong năm,Số cuối năm,,,,
a. Vay ngắn hạn,a. Vay ngắn hạn,a. Vay ngắn hạn,VNDGiá trị/Số có khả năng trả nợ,Tăng,VNDGiảm,VNDGiá trị/Số có khả năng trả nợ,,,,
Vay ngắn hạn,a. Vay ngắn hạn > Vay ngắn hạn,Vay ngắn hạn,-,73.200.000.000,43.200.000.000,30.000.000.000,,73200000000.0,43200000000.0,30000000000.0
Công ty Cổ phần Sunshine Homes (i),a. Vay ngắn hạn > Công ty Cổ phần Sunshine Homes (i),Công ty Cổ phần Sunshine Homes (i),-,20.000.000.000,-,20.000.000.000,,20000000000.0,,20000000000.0
Bà Vũ Thị Huệ (ii),a. Vay ngắn hạn > Bà Vũ Thị Huệ (ii),Bà Vũ Thị Huệ (ii),-,53.200.000.000,43.200.000.000,10.000.000.000,,53200000000.0,43200000000.0,10000000000.0
Vay dài hạn đến hạn trả,a. Vay ngắn hạn > Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,-,1.200.000.000.000,-,1.200.000.000.000,,1200000000000.0,,1200000000000.0
Ngân hàng TMCP Phát triển Nhà Thành phố Hồ,a. Vay ngắn hạn > Ngân hàng TMCP Phát triển Nhà Thành phố Hồ,Ngân hàng TMCP Phát triển Nhà Thành phố Hồ,-,1.200.000.000.000,-,1.200.000.000.000,,1200000000000.0,,1200000000000.0
