row_label_raw,row_label_full,col_0,Vốn gópcủa chủ sở hữu,Lợi nhuậnsau thuếchưa phân phối/(Lỗ lũy kế),Tổng cộng,numeric__Vốn gópcủa chủ sở hữu,numeric__Lợi nhuậnsau thuếchưa phân phối/(Lỗ lũy kế),numeric__Tổng cộng
,,,VND,VND,VND,,,
Số dư đầu năm trước,Số dư đầu năm trước,Số dư đầu năm trước,2.500.000.000.000,(15.053.971.660),2.484.946.028.340,2500000000000.0,-15053971660.0,2484946028340.0
Lợi nhuận trong năm,Lợi nhuận trong năm,Lợi nhuận trong năm,-,446.685.280.198,446.685.280.198,,446685280198.0,446685280198.0
Số dư đầu năm nay,Số dư đầu năm nay,Số dư đầu năm nay,2.500.000.000.000,431.631.308.538,2.931.631.308.538,2500000000000.0,431631308538.0,2931631308538.0
Lợi nhuận trong năm,Lợi nhuận trong năm,Lợi nhuận trong năm,-,13.383.932.935,13.383.932.935,,13383932935.0,13383932935.0
Số dư cuối năm nay,Số dư cuối năm nay,Số dư cuối năm nay,2.500.000.000.000,445.015.241.473,2.945.015.241.473,2500000000000.0,445015241473.0,2945015241473.0
