row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,17.133.531.653,1.050.000.000,17133531653.0,1050000000.0
Công ty Cổ phần Đầu tư Xây dựng Xuân Đình,Công ty Cổ phần Đầu tư Xây dựng Xuân Đình,Công ty Cổ phần Đầu tư Xây dựng Xuân Đình,11.390.989.694,-,11390989694.0,
Công ty Cổ phần Quản lý và Vận hành S-Service,Công ty Cổ phần Quản lý và Vận hành S-Service,Công ty Cổ phần Quản lý và Vận hành S-Service,1.036.506.502,-,1036506502.0,
Công ty Cổ phần Sunshine Homes,Công ty Cổ phần Sunshine Homes,Công ty Cổ phần Sunshine Homes,821.688.739,-,821688739.0,
Công ty Cổ phần Đầu tư Xây dựng Phú Thương,Công ty Cổ phần Đầu tư Xây dựng Phú Thương,Công ty Cổ phần Đầu tư Xây dựng Phú Thương,746.989.756,-,746989756.0,
Công ty Cổ phần Sao Ánh Dương,Công ty Cổ phần Sao Ánh Dương,Công ty Cổ phần Sao Ánh Dương,746.989.756,-,746989756.0,
Công ty Cổ phần Xây dựng SCG,Công ty Cổ phần Xây dựng SCG,Công ty Cổ phần Xây dựng SCG,746.989.756,-,746989756.0,
Công ty Cổ phần Đầu tư Thương mại Sunshine Tech,Công ty Cổ phần Đầu tư Thương mại Sunshine Tech,Công ty Cổ phần Đầu tư Thương mại Sunshine Tech,746.989.756,-,746989756.0,
Công ty Cổ phần Tập đoàn Sunshine,Công ty Cổ phần Tập đoàn Sunshine,Công ty Cổ phần Tập đoàn Sunshine,672.290.774,-,672290774.0,
Công ty Cổ phần Dịch vụ và Truyền thông S-Media,Công ty Cổ phần Dịch vụ và Truyền thông S-Media,Công ty Cổ phần Dịch vụ và Truyền thông S-Media,224.096.920,-,224096920.0,
Công ty Cổ phần Tập đoàn Sunshine Sài Gòn,Công ty Cổ phần Tập đoàn Sunshine Sài Gòn,Công ty Cổ phần Tập đoàn Sunshine Sài Gòn,-,1.050.000.000,,1050000000.0
Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,Phải thu ngắn hạn khác,481.653.884.362,641.289.726.027,481653884362.0,641289726027.0
Công ty Cổ phần Tập đoàn Sunshine,Công ty Cổ phần Tập đoàn Sunshine,Công ty Cổ phần Tập đoàn Sunshine,480.739.726.027,30.739.726.027,480739726027.0,30739726027.0
Công ty Cổ phần Sao Ánh Dương,Công ty Cổ phần Sao Ánh Dương,Công ty Cổ phần Sao Ánh Dương,-,10.550.000.000,,10550000000.0
Công ty Cổ phần Quản lý và Vận hành S-Service,Công ty Cổ phần Quản lý và Vận hành S-Service,Công ty Cổ phần Quản lý và Vận hành S-Service,814.158.335,-,814158335.0,
Công ty Cổ phần Đầu tư Thương mại Sunshine Tech,Công ty Cổ phần Đầu tư Thương mại Sunshine Tech,Công ty Cổ phần Đầu tư Thương mại Sunshine Tech,100.000.000,-,100000000.0,
Công ty Cổ phần Marina 3,Công ty Cổ phần Marina 3,Công ty Cổ phần Marina 3,-,600.000.000.000,,600000000000.0
Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,Phải trả người bán ngắn hạn,180.228.206.707,165.251.743.259,180228206707.0,165251743259.0
Công ty Cổ phần Sunshine Homes,Công ty Cổ phần Sunshine Homes,Công ty Cổ phần Sunshine Homes,96.200.715.256,123.377.519.660,96200715256.0,123377519660.0
Công ty Cổ phần Tập đoàn Sunshine,Công ty Cổ phần Tập đoàn Sunshine,Công ty Cổ phần Tập đoàn Sunshine,51.754.196.261,-,51754196261.0,
Công ty Cổ phần Kinh doanh Nhà Sunshine,Công ty Cổ phần Kinh doanh Nhà Sunshine,Công ty Cổ phần Kinh doanh Nhà Sunshine,13.740.610.033,21.114.700.958,13740610033.0,21114700958.0
Công ty Cổ phần Đầu tư Thương mại Sunshine Tech,Công ty Cổ phần Đầu tư Thương mại Sunshine Tech,Công ty Cổ phần Đầu tư Thương mại Sunshine Tech,7.360.147.430,-,7360147430.0,
Công ty Cổ phần Sunshine AM,Công ty Cổ phần Sunshine AM,Công ty Cổ phần Sunshine AM,6.285.190.397,6.278.953.397,6285190397.0,6278953397.0
Công ty Quản lý và Vận hành S-Service,Công ty Quản lý và Vận hành S-Service,Công ty Quản lý và Vận hành S-Service,4.632.516.250,11.207.444.844,4632516250.0,11207444844.0
Công ty Cổ phần Dịch vụ thương mại S-Mart,Công ty Cổ phần Dịch vụ thương mại S-Mart,Công ty Cổ phần Dịch vụ thương mại S-Mart,254.831.080,3.178.500,254831080.0,3178500.0
Công ty Cổ phần Dịch vụ và Truyền thông S-Media,Công ty Cổ phần Dịch vụ và Truyền thông S-Media,Công ty Cổ phần Dịch vụ và Truyền thông S-Media,-,3.269.945.900,,3269945900.0
