row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
Đặt cọc mua cổ phần (i),Đặt cọc mua cổ phần (i),Đặt cọc mua cổ phần (i),908.800.000.000,-,908800000000.0,
Phải thu Công ty TNHH Mai Trang (ii),Phải thu Công ty TNHH Mai Trang (ii),Phải thu Công ty TNHH Mai Trang (ii),125.680.221.912,92.136.925.396,125680221912.0,92136925396.0
Lãi trái phiếu dự thu,Lãi trái phiếu dự thu,Lãi trái phiếu dự thu,30.739.726.027,30.739.726.027,30739726027.0,30739726027.0
Phải thu hợp đồng ủy thác đầu tư (iii),Phải thu hợp đồng ủy thác đầu tư (iii),Phải thu hợp đồng ủy thác đầu tư (iii),-,1.518.100.000.000,,1518100000000.0
Phải thu từ chuyển nhượng cổ phần cho Công ty TNHH Thiết kế Kiến trúc Tân Trường Giang (iv),Phải thu từ chuyển nhượng cổ phần cho Công ty TNHH Thiết kế Kiến trúc Tân Trường Giang (iv),Phải thu từ chuyển nhượng cổ phần cho Công ty TNHH Thiết kế Kiến trúc Tân Trường Giang (iv),-,415.000.000.000,,415000000000.0
Khác,Khác,Khác,3.501.815.476,10.550.000.000,3501815476.0,10550000000.0
,,,1.068.721.763.415,2.066.526.651.423,1068721763415.0,2066526651423.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải thu ngắn hạn khác là các bên liên quan(Chi tiết tại Thuyết minh số 32),Trong đó: > Phải thu ngắn hạn khác là các bên liên quan(Chi tiết tại Thuyết minh số 32),Phải thu ngắn hạn khác là các bên liên quan(Chi tiết tại Thuyết minh số 32),481.653.884.362,641.289.726.027,481653884362.0,641289726027.0
