row_label_raw,row_label_full,col_0,NGUỒN VỐN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C.,C.,C.,NỘ PHẢI TRẢ,300,,2.387.034.610.215,2.869.167.258.643,,300.0,,2387034610215.0,2869167258643.0
I.,I.,I.,Nợ ngắn hạn,310,,2.371.474.476.615,1.669.167.258.643,,310.0,,2371474476615.0,1669167258643.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,14,278.521.784.136,290.650.609.427,,311.0,14.0,278521784136.0,290650609427.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,15,184.208.450.890,339.099.990.386,,312.0,15.0,184208450890.0,339099990386.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,16,116.125.212.115,196.020.002.822,,313.0,16.0,116125212115.0,196020002822.0
4.,4.,4.,Phải trả người lao động,314,,6.958.815.218,264.151.650,,314.0,,6958815218.0,264151650.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,17,177.060.310.601,295.338.697.523,,315.0,17.0,177060310601.0,295338697523.0
6.,6.,6.,Doanh thu chưa thực hiện ngắn hạn,318,18,1.583.023.300,-,,318.0,18.0,1583023300.0,
7.,7.,7.,Phải trả ngắn hạn khác,319,19,377.016.880.355,547.793.806.835,,319.0,19.0,377016880355.0,547793806835.0
8.,8.,8.,Vay ngắn hạn,320,20,1.230.000.000.000,-,,320.0,20.0,1230000000000.0,
II.,II.,II.,Nợ dài hạn,330,,15.560.133.600,1.200.000.000.000,,330.0,,15560133600.0,1200000000000.0
1.,1.,1.,Doanh thu chưa thực hiện dài hạn,336,18,560.133.600,-,,336.0,18.0,560133600.0,
2.,2.,2.,Vay dài hạn,338,20,15.000.000.000,1.200.000.000.000,,338.0,20.0,15000000000.0,1200000000000.0
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,2.945.015.241.473,2.931.631.308.538,,400.0,,2945015241473.0,2931631308538.0
I.,I.,I.,Vốn chủ sở hữu,410,21,2.945.015.241.473,2.931.631.308.538,,410.0,21.0,2945015241473.0,2931631308538.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,2.500.000.000.000,2.500.000.000.000,,411.0,,2500000000000.0,2500000000000.0
2.,2.,2.,Lợi nhuận sau thuế chưa phân phối,421,,445.015.241.473,431.631.308.538,,421.0,,445015241473.0,431631308538.0
2.,2.,2.,- Lợi nhuận sau thuế chưa phân phối/(lỗ) lũy kế đến cuối năm trước,421a,,431.631.308.538,(15.053.971.660),,,,431631308538.0,-15053971660.0
2.,2.,2.,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,13.383.932.935,446.685.280.198,,,,13383932935.0,446685280198.0
2.,2.,2.,TỔNG CỘNG NGUỒN VỐN (440=300+400),440,,5.332.049.851.688,5.800.798.567.181,,440.0,,5332049851688.0,5800798567181.0
