row_label_raw,row_label_full,col_0,CHỈ TIÊU,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,23,295.013.855.792,1.573.851.862.002,,1.0,23.0,295013855792.0,1573851862002.0
2.,2.,2.,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01),10,,295.013.855.792,1.573.851.862.002,,10.0,,295013855792.0,1573851862002.0
3.,3.,3.,Giá vốn hàng bán và dịch vụ cung cấp,11,24,221.723.067.672,934.950.461.528,,11.0,24.0,221723067672.0,934950461528.0
4.,4.,4.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),20,,73.290.788.120,638.901.400.474,,20.0,,73290788120.0,638901400474.0
5.,5.,5.,Doanh thu hoạt động tài chính,21,26,159.375.852.543,132.098.556.869,,21.0,26.0,159375852543.0,132098556869.0
6.,6.,6.,Chi phí tài chính,22,27,135.883.518.894,149.010.624.196,,22.0,27.0,135883518894.0,149010624196.0
,,,- Trong đó: Chi phí lãi vay,23,,133.862.100.456,133.833.333.333,,23.0,,133862100456.0,133833333333.0
7.,7.,7.,Chi phí bán hàng,25,28,28.458.850.540,32.474.509.145,,25.0,28.0,28458850540.0,32474509145.0
8.,8.,8.,Chi phí quản lý doanh nghiệp,26,28,18.725.741.472,14.895.629.029,,26.0,28.0,18725741472.0,14895629029.0
9.,9.,9.,Lợi nhuận thuần từ hoạt động kinh doanh (30=20+(21-22-25-26)),30,,49.598.529.757,574.619.194.973,,30.0,,49598529757.0,574619194973.0
10.,10.,10.,Thu nhập khác,31,,410.802.830,28.322.738,,31.0,,410802830.0,28322738.0
11.,11.,11.,Chi phí khác,32,29,28.536.649.401,16.100.667.248,,32.0,29.0,28536649401.0,16100667248.0
12.,12.,12.,(Lỗ) khác(40=31-32),40,,(28.125.846.571),(16.072.344.510),,40.0,,-28125846571.0,-16072344510.0
13.,13.,13.,Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,21.472.683.186,558.546.850.463,,50.0,,21472683186.0,558546850463.0
14.,14.,14.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,30,8.088.750.251,111.861.570.265,,51.0,30.0,8088750251.0,111861570265.0
15.,15.,15.,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51),60,,13.383.932.935,446.685.280.198,,60.0,,13383932935.0,446685280198.0
