row_label_raw,row_label_full,col_0,2022Triệu VND,2021Triệu VND,numeric__2022Triệu VND,numeric__2021Triệu VND
Thu nhập lãi và các khoản thu nhập tương tự từ,Thu nhập lãi và các khoản thu nhập tương tự từ,Thu nhập lãi và các khoản thu nhập tương tự từ,Thu nhập lãi và các khoản thu nhập tương tự từ,Thu nhập lãi và các khoản thu nhập tương tự từ,,
Cho vay khách hàng và cho vay các TCTD khác,Thu nhập lãi và các khoản thu nhập tương tự từ > Cho vay khách hàng và cho vay các TCTD khác,Cho vay khách hàng và cho vay các TCTD khác,24.931.846,19.150.412,24931846.0,19150412.0
Chứng khoán đầu tư,Thu nhập lãi và các khoản thu nhập tương tự từ > Chứng khoán đầu tư,Chứng khoán đầu tư,1.753.906,1.627.775,1753906.0,1627775.0
Tiền gửi tại các TCTD khác,Thu nhập lãi và các khoản thu nhập tương tự từ > Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,773.710,165.316,773710.0,165316.0
Phí nghiệp vụ bão lãnh,Thu nhập lãi và các khoản thu nhập tương tự từ > Phí nghiệp vụ bão lãnh,Phí nghiệp vụ bão lãnh,49.877,31.508,49877.0,31508.0
,,,27.509.339,20.975.011,27509339.0,20975011.0
Chi phí lãi và các chi phí tương tự cho,Chi phí lãi và các chi phí tương tự cho,Chi phí lãi và các chi phí tương tự cho,Chi phí lãi và các chi phí tương tự cho,Chi phí lãi và các chi phí tương tự cho,,
Tiền gửi từ khách hàng và các TCTD khác,Chi phí lãi và các chi phí tương tự cho > Tiền gửi từ khách hàng và các TCTD khác,Tiền gửi từ khách hàng và các TCTD khác,(9.714.026),(7.093.100),-9714026.0,-7093100.0
Giấy tờ có giá đã phát hành,Chi phí lãi và các chi phí tương tự cho > Giấy tờ có giá đã phát hành,Giấy tờ có giá đã phát hành,(1.978.962),(1.762.384),-1978962.0,-1762384.0
Tiền vay và vốn ủy thác,Chi phí lãi và các chi phí tương tự cho > Tiền vay và vốn ủy thác,Tiền vay và vốn ủy thác,(808.730),(277.644),-808730.0,-277644.0
Các hoạt động tín dụng khác,Chi phí lãi và các chi phí tương tự cho > Các hoạt động tín dụng khác,Các hoạt động tín dụng khác,(45.066),(25.736),-45066.0,-25736.0
,,,(12.546.784),(9.158.864),-12546784.0,-9158864.0
Thu nhập lãi thuần,Chi phí lãi và các chi phí tương tự cho > Thu nhập lãi thuần,Thu nhập lãi thuần,14.962.555,11.816.147,14962555.0,11816147.0
