row_label_raw,row_label_full,col_0,31/12/2022Triệu VND,%,31/12/2021Triệu VND,%_1,numeric__31/12/2022Triệu VND,numeric__%,numeric__31/12/2021Triệu VND,numeric__%_1
Công ty nhà nước,Công ty nhà nước,Công ty nhà nước,403.512,"0,17",522.720,"0,26",403512.0,0.17,522720.0,0.26
Công ty trách nhiệm hữu hạn một thành viên do nhà nước sở hữu 100% vốn điều lệ,Công ty trách nhiệm hữu hạn một thành viên do nhà nước sở hữu 100% vốn điều lệ,Công ty trách nhiệm hữu hạn một thành viên do nhà nước sở hữu 100% vốn điều lệ,974.624,"0,42",1.843.617,"0,91",974624.0,0.42,1843617.0,0.91
Công ty trách nhiệm hữu hạn hai thành viên trở lên có phần vốn góp của nhà nước trên 50% vốn điều lệ hoặc nhà nước giữ quyền chi phối,Công ty trách nhiệm hữu hạn hai thành viên trở lên có phần vốn góp của nhà nước trên 50% vốn điều lệ hoặc nhà nước giữ quyền chi phối,Công ty trách nhiệm hữu hạn hai thành viên trở lên có phần vốn góp của nhà nước trên 50% vốn điều lệ hoặc nhà nước giữ quyền chi phối,180.455,"0,08",167.231,"0,08",180455.0,0.08,167231.0,0.08
Công ty trách nhiệm hữu hạn khác,Công ty trách nhiệm hữu hạn khác,Công ty trách nhiệm hữu hạn khác,6.186.566,"2,67",7.275.871,"3,61",6186566.0,2.67,7275871.0,3.61
Công ty cổ phần có vốn cổ phần của nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn cổ phần của nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn cổ phần của nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,2.174.298,"0,94",1.934.439,"0,96",2174298.0,0.94,1934439.0,0.96
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,13.424.235,"5,79",14.221.100,"7,06",13424235.0,5.79,14221100.0,7.06
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,14.799,"0,01",23.888,"0,01",14799.0,0.01,23888.0,0.01
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,862.656,"0,37",755.959,"0,38",862656.0,0.37,755959.0,0.38
"Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",207.721.897,"89,55",174.689.513,"86,69",207721897.0,89.55,174689513.0,86.69
Khác,Khác,Khác,974,"0,00",82.416,"0,04",974.0,0.0,82416.0,0.04
,,,231.944.016,"100,00",201.516.754,"100,00",231944016.0,100.0,201516754.0,100.0
