row_label_raw,row_label_full,col_0,Thuyết minh,2022 Triệu VND,2021 Triệu VND,numeric__Thuyết minh,numeric__2022 Triệu VND,numeric__2021 Triệu VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
Thu nhập lãi và các khoản thu nhập tương tự nhận được,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập lãi và các khoản thu nhập tương tự nhận được,Thu nhập lãi và các khoản thu nhập tương tự nhận được,,26.933.832,20.916.556,,26933832.0,20916556.0
Chi phí lãi và các chi phí tương tự đã trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi và các chi phí tương tự đã trả,Chi phí lãi và các chi phí tương tự đã trả,,(11.361.778),(9.431.875),,-11361778.0,-9431875.0
Thu nhập từ hoạt động dịch vụ nhận được,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập từ hoạt động dịch vụ nhận được,Thu nhập từ hoạt động dịch vụ nhận được,,3.188.381,2.741.952,,3188381.0,2741952.0
Chênh lệch số tiền (thực chi)/thực thu từ hoạt động kinh doanh ngoại hồi và chứng khoán,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chênh lệch số tiền (thực chi)/thực thu từ hoạt động kinh doanh ngoại hồi và chứng khoán,Chênh lệch số tiền (thực chi)/thực thu từ hoạt động kinh doanh ngoại hồi và chứng khoán,,(456.545),43.264,,-456545.0,43264.0
(Chi phí)/thu nhập khác (dã trả)/nhận được,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > (Chi phí)/thu nhập khác (dã trả)/nhận được,(Chi phí)/thu nhập khác (dã trả)/nhận được,,(23.991),5.632,,-23991.0,5632.0
"Tiền thu các khoản nợ đã được xử lý, bù đắp bằng nguồn dự phòng rủi ro","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thu các khoản nợ đã được xử lý, bù đắp bằng nguồn dự phòng rủi ro","Tiền thu các khoản nợ đã được xử lý, bù đắp bằng nguồn dự phòng rủi ro",30,376.831,215.358,30.0,376831.0,215358.0
"Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",,(6.198.152),(5.342.256),,-6198152.0,-5342256.0
Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,34,(989.533),(1.409.480),34.0,-989533.0,-1409480.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ hoạt động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ hoạt động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và nợ hoạt động,,11.469.045,7.739.151,,11469045.0,7739151.0
