row_label_raw,row_label_full,col_0,Thuyết minh,2022 Triệu VND,2021 Triệu VND,numeric__Thuyết minh,numeric__2022 Triệu VND,numeric__2021 Triệu VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
Mua sắm tài sản cố định (“TSCĐ”),LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Mua sắm tài sản cố định (“TSCĐ”),Mua sắm tài sản cố định (“TSCĐ”),,(240.718),(326.118),,-240718.0,-326118.0
"Tiền thu từ thanh lý, nhượng bán TSCĐ","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu từ thanh lý, nhượng bán TSCĐ","Tiền thu từ thanh lý, nhượng bán TSCĐ",,2.042,-,,2042.0,
"Tiền thu đầu tư, góp vốn vào các đơn vị khác","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu đầu tư, góp vốn vào các đơn vị khác","Tiền thu đầu tư, góp vốn vào các đơn vị khác",,-,2.890,,,2890.0
"Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn","Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",,2.895,1.766,,2895.0,1766.0
LU'U CHUYÊN TIÊN THUÀNS Ultra DỤNG VÀO HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ > LU'U CHUYÊN TIÊN THUÀNS Ultra DỤNG VÀO HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN THUÀNS Ultra DỤNG VÀO HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN THUÀNS Ultra DỤNG VÀO HOẠT ĐỘNG ĐẦU TƯ,(235.781),(321.462),,-235781.0,-321462.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,
Tiền thu được do bán cổ phiếu lẻ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền thu được do bán cổ phiếu lẻ,Tiền thu được do bán cổ phiếu lẻ,,60,130,,60.0,130.0
LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNG TÀI CHÍNH,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNG TÀI CHÍNH,60,130,,60.0,130.0
LU'U CHUYÊN TIÊN THUÀN TRONG NĂM,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > LU'U CHUYÊN TIÊN THUÀN TRONG NĂM,LU'U CHUYÊN TIÊN THUÀN TRONG NĂM,,1.682.012,9.313.086,,1682012.0,9313086.0
TIÊN VÀ CÁC KHOÀN TƯƠNG ĐƯƠNG TIÊN ĐẦU NĂM,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > TIÊN VÀ CÁC KHOÀN TƯƠNG ĐƯƠNG TIÊN ĐẦU NĂM,TIÊN VÀ CÁC KHOÀN TƯƠNG ĐƯƠNG TIÊN ĐẦU NĂM,,38.159.575,28.846.489,,38159575.0,28846489.0
TIÊN VÀ CÁC KHOÀN TƯƠNG ĐƯƠNG TIÊN CUỐI NĂM,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > TIÊN VÀ CÁC KHOÀN TƯƠNG ĐƯƠNG TIÊN CUỐI NĂM,TIÊN VÀ CÁC KHOÀN TƯƠNG ĐƯƠNG TIÊN CUỐI NĂM,25,39.841.587,38.159.575,25.0,39841587.0,38159575.0
