row_label_raw,row_label_full,col_0,31/12/2022Triệu VND,31/12/2021Triệu VND,numeric__31/12/2022Triệu VND,numeric__31/12/2021Triệu VND
Các khoản phải thu,Các khoản phải thu,Các khoản phải thu,5.523.384,7.627.526,5523384.0,7627526.0
- Các khoản phải thu nội bộ,- Các khoản phải thu nội bộ,- Các khoản phải thu nội bộ,191.418,162.059,191418.0,162059.0
- Các khoản phải thu bên ngoài,- Các khoản phải thu bên ngoài,- Các khoản phải thu bên ngoài,5.331.966,7.465.467,5331966.0,7465467.0
Phải thu từ dịch vụ thư tín dụng nhập hàng trả chậm (*),Phải thu từ dịch vụ thư tín dụng nhập hàng trả chậm (*),Phải thu từ dịch vụ thư tín dụng nhập hàng trả chậm (*),4.241.564,6.545.815,4241564.0,6545815.0
Phải thu hoa hồng bảo hiểm,Phải thu hoa hồng bảo hiểm,Phải thu hoa hồng bảo hiểm,200.591,385.353,200591.0,385353.0
Tạm ứng chi phí xử lý tài sản bảo đảm,Tạm ứng chi phí xử lý tài sản bảo đảm,Tạm ứng chi phí xử lý tài sản bảo đảm,12.919,12.820,12919.0,12820.0
Phải thu từ Ngân sách nhà nước,Phải thu từ Ngân sách nhà nước,Phải thu từ Ngân sách nhà nước,39.648,34.428,39648.0,34428.0
Các khoản phải thu khác từ bên ngoài,Các khoản phải thu khác từ bên ngoài,Các khoản phải thu khác từ bên ngoài,781.860,435.613,781860.0,435613.0
Chi phí mua sắm tài sản cố định và xây dựngcor bản dở dang,Chi phí mua sắm tài sản cố định và xây dựngcor bản dở dang,Chi phí mua sắm tài sản cố định và xây dựngcor bản dở dang,55.384,51.438,55384.0,51438.0
"Các khoản lãi, phí phải thu (a)","Các khoản lãi, phí phải thu (a)","Các khoản lãi, phí phải thu (a)",2.432.288,1.856.781,2432288.0,1856781.0
Tài sản Có khác (b),Tài sản Có khác (b),Tài sản Có khác (b),1.240.828,995.496,1240828.0,995496.0
Các khoản dự phòng cho các tài sản Có nội bảng khác (**),Các khoản dự phòng cho các tài sản Có nội bảng khác (**),Các khoản dự phòng cho các tài sản Có nội bảng khác (**),(31.812),(49.094),-31812.0,-49094.0
,,,9.164.688,10.430.709,9164688.0,10430709.0
