row_label_raw,row_label_full,col_0,Current year VND,Previous year VND,numeric__Current year VND,numeric__Previous year VND
Other income,Other income,Other income,Other income,Other income,,
Compensation from insurance company,Compensation from insurance company,Compensation from insurance company,"4,115,968,988",-,,
Net gains on disposal of fixed assets,Net gains on disposal of fixed assets,Net gains on disposal of fixed assets,"273,527,273","630,930,134",,
Others,Others,Others,"477,054,527","4,509,812,243",,
,,,"4,866,550,788","5,140,742,377",,
Other expenses,Other expenses,Other expenses,Other expenses,Other expenses,,
Fines,Fines,Fines,"1,713,355,009","2,873,463,593",,
Others,Others,Others,"1,585,944,006","3,792,718,904",,
,,,"3,299,299,015","6,666,182,497",,
