row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,Số cuối năm VND,Số đầu năm VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__Số cuối năm VND,numeric__Số đầu năm VND
300,300,300,NỘ PHẢI TRÀ,,9.409.067.317.958,10.365.048.514.986,,,9409067317958.0,10365048514986.0
310,310,310,Nợ ngắn hạn,,785.159.808.730,1.679.163.688.421,,,785159808730.0,1679163688421.0
311,311,311,Phải trả người bán ngắn hạn,13,32.283.866.757,74.935.697.190,,13.0,32283866757.0,74935697190.0
312,312,312,Người mua trả tiền trước ngắn hạn,14,1.490.511.247,1.930.007.663,,14.0,1490511247.0,1930007663.0
313,313,313,Thuế và các khoản phải nộp Nhà nước,15(b),47.951.063.315,58.180.592.288,,,47951063315.0,58180592288.0
314,314,314,Phải trả người lao động,,785.066.665,637.738.211,,,785066665.0,637738211.0
315,315,315,Chi phí phải trả ngắn hạn,16,24.317.673.288,50.007.562.902,,16.0,24317673288.0,50007562902.0
318,318,318,Doanh thu chưa thực hiện ngắn hạn,,93.185.392,117.512.892,,,93185392.0,117512892.0
319,319,319,Phải trả ngắn hạn khác,17,9.480.430.736,9.956.056.446,,17.0,9480430736.0,9956056446.0
320,320,320,Vay và nợ thuê tài chính ngắn hạn,18(a),596.947.078.982,1.414.512.464.303,,,596947078982.0,1414512464303.0
322,322,322,"Quỹ khen thưởng, phúc lợi",19,71.810.932.348,68.886.056.526,,19.0,71810932348.0,68886056526.0
330,330,330,Nợ dài hạn,,8.623.907.509.228,8.685.884.826.565,,,8623907509228.0,8685884826565.0
336,336,336,Doanh thu chưa thực hiện dài hạn,,277.272.726,423.040.722,,,277272726.0,423040722.0
337,337,337,Phải trả dài hạn khác,,14.850.000,1.399.800.000,,,14850000.0,1399800000.0
338,338,338,Vay và nợ thuê tài chính dài hạn,18(b),8.596.078.933.882,8.681.996.151.843,,,8596078933882.0,8681996151843.0
341,341,341,Thuế thu nhập hoãn lại phải trả,20,25.605.398.335,-,,20.0,25605398335.0,
342,342,342,Dự phòng phải trả dài hạn,,1.931.054.285,2.065.834.000,,,1931054285.0,2065834000.0
400,400,400,VỐN CHỦ SỞ HỮU,,5.764.489.022.478,5.767.322.391.982,,,5764489022478.0,5767322391982.0
410,410,410,Vốn chủ sở hữu,,5.764.489.022.478,5.767.322.391.982,,,5764489022478.0,5767322391982.0
411,411,411,Vốn góp của chủ sở hữu,"21, 22",4.225.083.710.000,4.054.494.010.000,,,4225083710000.0,4054494010000.0
411a,411a,411a,- Cổ phiếu phổ thông có quyền biểu quyết,,3.583.083.710.000,3.412.494.010.000,,,3583083710000.0,3412494010000.0
411b,411b,411b,- Cổ phiếu ưu đãi,,642.000.000.000,642.000.000.000,,,642000000000.0,642000000000.0
412,412,412,Thặng dư vốn cổ phần,22,20.700.057.484,20.700.057.484,,22.0,20700057484.0,20700057484.0
418,418,418,Quỹ đầu tư phát triển,22,96.180.413.885,96.354.085.823,,22.0,96180413885.0,96354085823.0
421,421,421,"Lợi nhuận sau thuế (""LNST"") chưa phân phối",22,83.075.403.683,178.508.233.688,,22.0,83075403683.0,178508233688.0
421a,421a,421a,- LNST chưa phân phối lũy kế của các năm trước,,9.111.150.106,100.847.336.311,,,9111150106.0,100847336311.0
421b,421b,421b,- LNST chưa phân phối của năm nay,,73.964.253.577,77.660.897.377,,,73964253577.0,77660897377.0
429,429,429,Lợi ích cổ đông không kiểm soát,22,1.339.449.437.426,1.417.266.004.987,,22.0,1339449437426.0,1417266004987.0
440,440,440,TỔNG NGUỒN VỐN,,15.173.556.340.436,16.132.370.906.968,,,15173556340436.0,16132370906968.0
