row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm VND,Số đầu năm VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm VND,numeric__Số đầu năm VND
100,100,100,TÀI SẢN NGẮN HẠN,,1.381.711.542.204,1.458.483.967.428,,,1381711542204.0,1458483967428.0
110,110,110,Tiền và các khoản tương đương tiền,3,163.717.707.072,229.105.088.949,,3.0,163717707072.0,229105088949.0
111,111,111,Tiền,,99.909.204.892,71.899.510.569,,,99909204892.0,71899510569.0
112,112,112,Các khoản tương đương tiền,,63.808.502.180,157.205.578.380,,,63808502180.0,157205578380.0
120,120,120,Đầu tư tài chính ngắn hạn,,239.400.000.000,233.227.700.000,,,239400000000.0,233227700000.0
123,123,123,Đầu tư nắm giữ đến ngày đáo hạn,4(a),239.400.000.000,233.227.700.000,,,239400000000.0,233227700000.0
130,130,130,Các khoản phải thu ngắn hạn,,823.295.838.075,829.253.577.813,,,823295838075.0,829253577813.0
131,131,131,Phải thu ngắn hạn của khách hàng,5,414.935.591.105,473.901.746.212,,5.0,414935591105.0,473901746212.0
132,132,132,Trả trước cho người bán ngắn hạn,6,20.528.704.499,15.966.266.230,,6.0,20528704499.0,15966266230.0
135,135,135,Phải thu về cho vay ngắn hạn,7,242.320.000.000,229.320.000.000,,7.0,242320000000.0,229320000000.0
136,136,136,Phải thu ngắn hạn khác,8(a),146.329.251.106,110.774.766.053,,,146329251106.0,110774766053.0
137,137,137,Dự phòng phải thu ngắn hạn khó đòi,,(817.708.635),(709.200.682),,,-817708635.0,-709200682.0
140,140,140,Hàng tồn kho,9,118.822.621.030,126.615.321.929,,9.0,118822621030.0,126615321929.0
141,141,141,Hàng tồn kho,,155.571.782.030,126.615.321.929,,,155571782030.0,126615321929.0
149,149,149,Dự phòng giảm giá hàng tồn kho,,(36.749.161.000),-,,,-36749161000.0,
150,150,150,Tài sản ngắn hạn khác,,36.475.376.027,40.282.278.737,,,36475376027.0,40282278737.0
151,151,151,Chi phí trả trước ngắn hạn,10(a),21.465.141.796,10.892.515.079,,,21465141796.0,10892515079.0
152,152,152,"Thuế giá trị gia tăng (""GTGT"") được khấu trừ",15(a),14.876.028.582,28.788.627.746,,,14876028582.0,28788627746.0
153,153,153,Thuế và các khoản khác phải thu Nhà nước,15(a),134.205.649,601.135.912,,,134205649.0,601135912.0
