row_label_raw,row_label_full,col_0,col_1,Số cuối năm > Giá trị VND,Số cuối năm > Dự phòng VND,Số đầu năm > Giá trị VND,Số đầu năm > Dự phòng VND,numeric__col_1,numeric__Số cuối năm > Giá trị VND,numeric__Số cuối năm > Dự phòng VND,numeric__Số đầu năm > Giá trị VND,numeric__Số đầu năm > Dự phòng VND
(a),(a),(a),Ngắn hạn,,,,,,,,,
(a),(a) > (a),(a),Tạm ứng cho nhân viên (i),90.996.449.331,-,46.899.177.479,-,,90996449331.0,,46899177479.0,
(a),(a) > (a),(a),Phải thu từ cá nhân,-,-,30.000.000.000,-,,,,30000000000.0,
(a),(a) > (a),(a),"Phải thu lãi tiền gửi, lãi cho vay (Thuyết minh 7)",42.772.244.238,-,20.503.311.611,-,,42772244238.0,,20503311611.0,
(a),(a) > (a),(a),Ký quỹ thực hiện dự án (ii),5.795.000.000,-,2.498.897.018,-,,5795000000.0,,2498897018.0,
(a),(a) > (a),(a),Khác,6.765.557.537,-,10.873.379.945,-,,6765557537.0,,10873379945.0,
(a),(a) > (a),(a),,146.329.251.106,-,110.774.766.053,-,,146329251106.0,,110774766053.0,
(b),(b),(b),Dài hạn,,,,,,,,,
(b),(b) > (b),(b),Ký quỹ thực hiện dự án (ii),10.087.800.000,-,18.957.800.000,-,,10087800000.0,,18957800000.0,
(b),(b) > (b),(b),Ký quỹ thuê tài chính (iii),8.362.575.000,-,-,-,,8362575000.0,,,
(b),(b) > (b),(b),Ký quỹ bảo lãnh thực hiện nghĩa vụ bảo hành (iv),6.412.676.704,-,-,-,,6412676704.0,,,
(b),(b) > (b),(b),Ký quỹ khác,629.166.262,-,-,-,,629166262.0,,,
(b),(b) > (b),(b),Khác,4.047.381.709,(151.709.842),1.899.994.997,(151.709.842),,4047381709.0,-151709842.0,1899994997.0,-151709842.0
(b),(b) > (b),(b),,29.539.599.675,(151.709.842),20.857.794.997,(151.709.842),,29539599675.0,-151709842.0,20857794997.0,-151709842.0
(b),(b),(b),Trong đó,,,,,,,,,
(b),(b),(b),Bên liên quan (Thuyết minh 33(b)),,,,,,,,,
(b),(b) > (b),(b),- Ngân hạn,38.491.723.297,-,16.106.339.272,-,,38491723297.0,,16106339272.0,
(b),(b) > (b),(b),- Dải hạn,498.204.382,-,498.204.382,-,,498204382.0,,498204382.0,
(b),(b) > (b),(b),Bên thứ ba,136.878.923.102,(151.709.842),115.028.017.396,(151.709.842),,136878923102.0,-151709842.0,115028017396.0,-151709842.0
(b),(b) > (b),(b),,175.868.850.781,(151.709.842),131.632.561.050,(151.709.842),,175868850781.0,-151709842.0,131632561050.0,-151709842.0
