row_label_raw,row_label_full,Mã số,TÀI SẢN (tiếp theo),Thuyết minh,Số cuối năm VND,Số đầu năm VND,numeric__TÀI SẢN (tiếp theo),numeric__Thuyết minh,numeric__Số cuối năm VND,numeric__Số đầu năm VND
200,200,200,TÀI SẢN DÀI HẠN,,13.791.844.798.232,14.673.886.939.540,,,13791844798232.0,14673886939540.0
210,210,210,Các khoản phải thu dài hạn,,29.387.889.833,40.706.085.155,,,29387889833.0,40706085155.0
215,215,215,Phải thu về cho vay dài hạn,,-,20.000.000.000,,,,20000000000.0
216,216,216,Phải thu dài hạn khác,8(b),29.539.599.675,20.857.794.997,,,29539599675.0,20857794997.0
219,219,219,Dự phòng phải thu dài hạn khó đòi,,(151.709.842),(151.709.842),,,-151709842.0,-151709842.0
220,220,220,Tài sản cố định,,13.296.243.774.856,14.067.796.955.275,,,13296243774856.0,14067796955275.0
221,221,221,Tài sản cố định hữu hình,11(a),13.208.513.709.407,14.019.492.297.141,,,13208513709407.0,14019492297141.0
222,222,222,Nguyên giá,,16.881.576.550.705,16.908.639.318.236,,,16881576550705.0,16908639318236.0
223,223,223,Giá trị khấu hao lũy kế,,(3.673.062.841.298),(2.889.147.021.095),,,-3673062841298.0,-2889147021095.0
224,224,224,Tài sản cố định thuê tài chính,11(b),66.309.267.107,23.106.531.676,,,66309267107.0,23106531676.0
225,225,225,Nguyên giá,,74.767.112.572,28.086.588.959,,,74767112572.0,28086588959.0
226,226,226,Giá trị khấu hao lũy kế,,(8.457.845.465),(4.980.057.283),,,-8457845465.0,-4980057283.0
227,227,227,Tài sản cố định vô hình,11(c),21.420.798.342,25.198.126.458,,,21420798342.0,25198126458.0
228,228,228,Nguyên giá,,39.381.555.527,39.366.555.527,,,39381555527.0,39366555527.0
229,229,229,Giá trị khấu hao lũy kế,,(17.960.757.185),(14.168.429.069),,,-17960757185.0,-14168429069.0
240,240,240,Tài sản dở dang dài hạn,,268.369.957.402,358.893.849.428,,,268369957402.0,358893849428.0
242,242,242,Chi phí xây dựng cơ bản dở dang,12,268.369.957.402,358.893.849.428,,12.0,268369957402.0,358893849428.0
250,250,250,Đầu tư tài chính dài hạn,,173.517.461.623,168.150.343.624,,,173517461623.0,168150343624.0
252,252,252,Đầu tư vào công ty liên kết,4(b),173.517.461.623,168.150.343.624,,,173517461623.0,168150343624.0
260,260,260,Tài sản dài hạn khác,,24.325.714.518,38.339.706.058,,,24325714518.0,38339706058.0
261,261,261,Chi phí trả trước dài hạn,10(b),24.325.714.518,29.859.287.242,,,24325714518.0,29859287242.0
262,262,262,Tài sản thuế thu nhập hoãn lại,20,-,8.480.418.816,,20.0,,8480418816.0
270,270,270,TỔNG TÀI SẢN,,15.173.556.340.436,16.132.370.906.968,,,15173556340436.0,16132370906968.0
