row_label_raw,row_label_full,col_0,Sô cuối năm VND,Sô đầu năm VND,numeric__Sô cuối năm VND,numeric__Sô đầu năm VND
Dự án Đức Huệ - Long An 2 (i),Dự án Đức Huệ - Long An 2 (i),Dự án Đức Huệ - Long An 2 (i),236.077.171.149,286.155.516.200,236077171149.0,286155516200.0
Dự án Thủy điện Ea Tih (ii),Dự án Thủy điện Ea Tih (ii),Dự án Thủy điện Ea Tih (ii),18.292.250.117,6.152.661.287,18292250117.0,6152661287.0
Dự án VPL Bến Tre,Dự án VPL Bến Tre,Dự án VPL Bến Tre,2.964.384.993,2.964.384.993,2964384993.0,2964384993.0
Dự án Điện mặt trời mái nhà TTCIZ,Dự án Điện mặt trời mái nhà TTCIZ,Dự án Điện mặt trời mái nhà TTCIZ,-,38.324.163.937,,38324163937.0
Dự án Tĩnh Salavan Lào,Dự án Tĩnh Salavan Lào,Dự án Tĩnh Salavan Lào,-,14.657.996.225,,14657996225.0
Các dự án khác,Các dự án khác,Các dự án khác,11.036.151.143,10.639.126.786,11036151143.0,10639126786.0
,,,268.369.957.402,358.893.849.428,268369957402.0,358893849428.0
