row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm nay VND,Năm trước VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm nay VND,numeric__Năm trước VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,,2.325.314.422.750,2.163.456.147.696,,,2325314422750.0,2163456147696.0
02,02,02,Các khoản giảm trừ doanh thu,,-,-,,,,
10,02 > 10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),25,2.325.314.422.750,2.163.456.147.696,,25.0,2325314422750.0,2163456147696.0
11,02 > 11,11,Giá vốn hàng bán và dịch vụ cung cấp,26,1.252.130.796.010,1.042.528.569.954,,26.0,1252130796010.0,1042528569954.0
20,02 > 20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20 = 10 - 11),,1.073.183.626.740,1.120.927.577.742,,,1073183626740.0,1120927577742.0
21,02 > 21,21,Doanh thu hoạt động tài chính,27,38.028.122.572,100.599.754.753,,27.0,38028122572.0,100599754753.0
22,02 > 22,22,Chi phí tài chính,28,801.100.868.886,870.734.223.835,,28.0,801100868886.0,870734223835.0
23,02 > 23,23,-Trong đó: Chi phí lãi vay,28,785.725.023.247,841.733.441.926,,28.0,785725023247.0,841733441926.0
24,02 > 24,24,Phân lãi trong công ty liên kết,4(b),5.367.117.999,5.210.379.437,,,5367117999.0,5210379437.0
25,02 > 25,25,Chi phí bán hàng,,25.000.000,985.267.357,,,25000000.0,985267357.0
26,02 > 26,26,Chi phí quản lý doanh nghiệp,29,135.489.654.026,158.479.036.896,,29.0,135489654026.0,158479036896.0
30,02 > 30,30,Lợi nhuận thuần từ hoạt động kinh doanh (30 = 20 + 21 - 22 + 24 - 25 - 26),,179.963.344.399,196.539.183.844,,,179963344399.0,196539183844.0
31,02 > 31,31,Thu nhập khác,,4.866.550.788,5.140.742.377,,,4866550788.0,5140742377.0
32,02 > 32,32,Chi phí khác,,3.299.299.015,6.666.182.497,,,3299299015.0,6666182497.0
40,02 > 40,40,Lợi nhuận/(lỗ) khác (40 = 31 - 32),30,1.567.251.773,(1.525.440.120),,30.0,1567251773.0,-1525440120.0
50,02 > 50,50,Tổng lợi nhuận kế toán trước thuế (50 = 30 + 40),,181.530.596.172,195.013.743.724,,,181530596172.0,195013743724.0
51,02 > 51,51,Chi phí thuế thu nhập doanh nghiệp (“TNDN”) hiện hành,31,55.371.388.939,46.864.367.463,,31.0,55371388939.0,46864367463.0
52,02 > 52,52,Chi phí thuế TNDN hoãn lại,31,34.085.817.151,4.825.429.149,,31.0,34085817151.0,4825429149.0
60,02 > 60,60,Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52),,92.073.390.082,143.323.947.112,,,92073390082.0,143323947112.0
,,,Phân bố cho:,,,,,,,
61,02 > 61,61,Lợi nhuận sau thuế của công ty mẹ,,114.823.028.545,137.243.674.272,,,114823028545.0,137243674272.0
62,02 > 62,62,(Lỗ)/lợi nhuận sau thuế của cổ đông không kiểm soát,,(22.749.638.463),6.080.272.840,,,-22749638463.0,6080272840.0
70,02 > 70,70,Lãi cơ bản trên cổ phiếu,23(a),174,197,,,174.0,197.0
71,02 > 71,71,Lãi suy giảm trên cổ phiếu,23(b),174,197,,,174.0,197.0
