row_label_raw,row_label_full,col_0,Số cuối năm VND,Số đầu năm VND,numeric__Số cuối năm VND,numeric__Số đầu năm VND
Chia cổ tức bằng cổ phiếu,Chia cổ tức bằng cổ phiếu,Chia cổ tức bằng cổ phiếu,170.589.700.000,193.124.990.000,170589700000.0,193124990000.0
Mua tài sản cổ định chưa thanh toán tại ngày cuối năm,Mua tài sản cổ định chưa thanh toán tại ngày cuối năm,Mua tài sản cổ định chưa thanh toán tại ngày cuối năm,20.989.611.566,51.080.978.062,20989611566.0,51080978062.0
Trích quỹ khen thưởng phúc lợi,Trích quỹ khen thưởng phúc lợi,Trích quỹ khen thưởng phúc lợi,19.824.921.441,30.311.227.924,19824921441.0,30311227924.0
Cán trừ nợ thuê tài chính và phải thu từ thanh lý TSCĐ,Cán trừ nợ thuê tài chính và phải thu từ thanh lý TSCĐ,Cán trừ nợ thuê tài chính và phải thu từ thanh lý TSCĐ,7.702.575.000,-,7702575000.0,
Cán trừ ký quỹ và phải thu từ thanh lý TSCĐ,Cán trừ ký quỹ và phải thu từ thanh lý TSCĐ,Cán trừ ký quỹ và phải thu từ thanh lý TSCĐ,7.702.575.000,-,7702575000.0,
Thanh lý TSCĐ nhưng chưa thu tiền,Thanh lý TSCĐ nhưng chưa thu tiền,Thanh lý TSCĐ nhưng chưa thu tiền,2.072.600.000,5.692.483.172,2072600000.0,5692483172.0
Phân loại lại cho vay ngắn hạn sang dài hạn,Phân loại lại cho vay ngắn hạn sang dài hạn,Phân loại lại cho vay ngắn hạn sang dài hạn,-,20.000.000.000,,20000000000.0
Phân loại lại phải thu khác thành cho vay,Phân loại lại phải thu khác thành cho vay,Phân loại lại phải thu khác thành cho vay,-,6.400.000.000,,6400000000.0
Phân loại lại đầu tư vào công ty con thành phải thu khác,Phân loại lại đầu tư vào công ty con thành phải thu khác,Phân loại lại đầu tư vào công ty con thành phải thu khác,-,6.400.000.000,,6400000000.0
Chuyển từ hàng tồn kho sang TSCĐ,Chuyển từ hàng tồn kho sang TSCĐ,Chuyển từ hàng tồn kho sang TSCĐ,-,4.464.887.704,,4464887704.0
Lãi cho vay nhập gốc,Lãi cho vay nhập gốc,Lãi cho vay nhập gốc,-,9.672.623.730,,9672623730.0
