row_label_raw,row_label_full,Số dư đầu năm > Tăng đầu tư vào công ty liên kết trong năm,Số cuối năm VND > 168.150.343.624 > -,Số đầu năm VND > 112.949.964.187 > 49.990.000.000,numeric__Số cuối năm VND > 168.150.343.624 > -,numeric__Số đầu năm VND > 112.949.964.187 > 49.990.000.000
Phần lãi thuần của Tập đoàn trong kết quả kinh doanh của các công ty liên kết,Phần lãi thuần của Tập đoàn trong kết quả kinh doanh của các công ty liên kết,Phần lãi thuần của Tập đoàn trong kết quả kinh doanh của các công ty liên kết,5.367.117.999,5.210.379.437,5367117999.0,5210379437.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,173.517.461.623,168.150.343.624,173517461623.0,168150343624.0
