row_label_raw,row_label_full,col_0,Tại ngày đầu năm VND,Tăng VND,Giảm VND,Vay dài hạn đáo hạn lại trong vòng một năm VND,Giảm do chuyển nhượng công ty con VND,Tại ngày cuối năm VND,numeric__Tại ngày đầu năm VND,numeric__Tăng VND,numeric__Giảm VND,numeric__Vay dài hạn đáo hạn lại trong vòng một năm VND,numeric__Giảm do chuyển nhượng công ty con VND,numeric__Tại ngày cuối năm VND
Vay ngân hàng (i),Vay ngân hàng (i),Vay ngân hàng (i),115.675.846.838,195.880.784.270,(273.337.056.968),-,-,38.219.574.140,115675846838.0,195880784270.0,-273337056968.0,,,38219574140.0
Trải phiếu phát hành đáo hạn trong vòng một năm (Thuyết minh 18(b)),Trải phiếu phát hành đáo hạn trong vòng một năm (Thuyết minh 18(b)),Trải phiếu phát hành đáo hạn trong vòng một năm (Thuyết minh 18(b)),848.615.235.831,-,(848.615.235.831),60.000.000.000,-,60.000.000.000,848615235831.0,,-848615235831.0,60000000000.0,,60000000000.0
Vay dài hạn ngân hàng đáo hạn trong vòng một năm (Thuyết minh 18(b)),Vay dài hạn ngân hàng đáo hạn trong vòng một năm (Thuyết minh 18(b)),Vay dài hạn ngân hàng đáo hạn trong vòng một năm (Thuyết minh 18(b)),446.044.410.255,-,(839.071.333.332),669.181.333.332,(1.923.076.923),274.231.333.332,446044410255.0,,-839071333332.0,669181333332.0,-1923076923.0,274231333332.0
Nợ thuê tài chính đáo hạn trong vòng một năm (Thuyết minh 18(b)),Nợ thuê tài chính đáo hạn trong vòng một năm (Thuyết minh 18(b)),Nợ thuê tài chính đáo hạn trong vòng một năm (Thuyết minh 18(b)),4.095.691.380,-,(8.460.291.486),17.189.491.617,-,12.824.891.511,4095691380.0,,-8460291486.0,17189491617.0,,12824891511.0
Vay bên thứ ba (ii),Vay bên thứ ba (ii),Vay bên thứ ba (ii),-,-,-,211.590.000.000,-,211.590.000.000,,,,211590000000.0,,211590000000.0
Khác,Khác,Khác,81.279.999,-,-,-,-,81.279.999,81279999.0,,,,,81279999.0
,,,1.414.512.464.303,195.880.784.270,(1.969.483.917.617),957.960.824.949,(1.923.076.923),596.947.078.982,1414512464303.0,195880784270.0,-1969483917617.0,957960824949.0,-1923076923.0,596947078982.0
