row_label_raw,row_label_full,col_0,Current yearValue/Able-to-payamountVND,Previous yearValue/Able-to-payamountVND,numeric__Current yearValue/Able-to-payamountVND,numeric__Previous yearValue/Able-to-payamountVND
Third parties (*),Third parties (*),Third parties (*),"31,683,866,757","74,862,703,190",,
Related parties (Note 33(b)),Related parties (Note 33(b)),Related parties (Note 33(b)),"600,000,000","72,994,000",,
,,,"32,283,866,757","74,935,697,190",,
