row_label_raw,row_label_full,col_0,End of year VND,Beginning of year VND,numeric__End of year VND,numeric__Beginning of year VND
Short-term trade accounts payable (Note 13),Short-term trade accounts payable (Note 13),Short-term trade accounts payable (Note 13),Short-term trade accounts payable (Note 13),Short-term trade accounts payable (Note 13),,
Dai Tin Construction and Steel Structure Joint Stock Company,Dai Tin Construction and Steel Structure Joint Stock Company,Dai Tin Construction and Steel Structure Joint Stock Company,"600,000,000",-,,
TTC International Travel Limited Company,TTC International Travel Limited Company,TTC International Travel Limited Company,-,"72,994,000",,
,,,"600,000,000","72,994,000",,
Short-term advances from customers (Note 14),Short-term advances from customers (Note 14),Short-term advances from customers (Note 14),Short-term advances from customers (Note 14),Short-term advances from customers (Note 14),,
Bien Hoa - Thanh Long Joint Stock Company,Bien Hoa - Thanh Long Joint Stock Company,Bien Hoa - Thanh Long Joint Stock Company,"1,437,362,987","1,437,362,987",,
Thanh Thanh Cong Industrial Joint Stock Company,Thanh Thanh Cong Industrial Joint Stock Company,Thanh Thanh Cong Industrial Joint Stock Company,-,"492,644,676",,
,,,"1,437,362,987","1,930,007,663",,
