row_label_raw,row_label_full,Related Party,Transactions,Current year VND,Previous year VND,numeric__Transactions,numeric__Current year VND,numeric__Previous year VND
Branch of Thanh Thanh Cong Lam Dong Tourism Joint Stock Company,Branch of Thanh Thanh Cong Lam Dong Tourism Joint Stock Company,Branch of Thanh Thanh Cong Lam Dong Tourism Joint Stock Company,Purchase of goods and services,"3,148,148",-,,,
Branch of TTC Lam Dong Tourism Company Limited - TTC Imperial Hotel,Branch of TTC Lam Dong Tourism Company Limited - TTC Imperial Hotel,Branch of TTC Lam Dong Tourism Company Limited - TTC Imperial Hotel,Purchase of goods and services,"42,589,815",-,,,
TTC Organic Circular Agricultural Technology Joint Stock Company,TTC Organic Circular Agricultural Technology Joint Stock Company,TTC Organic Circular Agricultural Technology Joint Stock Company,Purchase of goods and services,"136,363,632",-,,,
Dai Tin Construction and Steel Structure Joint Stock Company,Dai Tin Construction and Steel Structure Joint Stock Company,Dai Tin Construction and Steel Structure Joint Stock Company,Purchase of goods and services,"11,960,721,073","9,820,724,565",,,
Attapeu Cane Sugar One Member Company Limited,Attapeu Cane Sugar One Member Company Limited,Attapeu Cane Sugar One Member Company Limited,Revenue from sale of goods and rendering of services,"57,000,000",-,,,
Lavi Wind Power Joint Stock Company,Lavi Wind Power Joint Stock Company,Lavi Wind Power Joint Stock Company,Revenue from sale of goods and rendering of services Interest income,"11,887,306,513 13,808,219",-,,,
TTC Hue Tourist Company Limited,TTC Hue Tourist Company Limited,TTC Hue Tourist Company Limited,Purchase of goods and services,-,"28,191,078",,,
TTC Tourist Company Limited,TTC Tourist Company Limited,TTC Tourist Company Limited,Purchase of goods and services,"35,280,320","38,838,856",,,
