row_label_raw,row_label_full,col_0,Current year VND,Previous year VND,numeric__Current year VND,numeric__Previous year VND
Interest expense,Interest expense,Interest expense,"785,725,023,247","841,733,441,926",,
Allocation of bond issuance expense,Allocation of bond issuance expense,Allocation of bond issuance expense,"3,935,432,983","9,354,478,262",,
Loss from transfer a subsidiary,Loss from transfer a subsidiary,Loss from transfer a subsidiary,"2,061,205,803",-,,
Expenses of redeeming bond principals before maturity and early borrowing repayment fee,Expenses of redeeming bond principals before maturity and early borrowing repayment fee,Expenses of redeeming bond principals before maturity and early borrowing repayment fee,-,"15,446,421,620",,
Realised foreign exchange losses,Realised foreign exchange losses,Realised foreign exchange losses,"22,322,427","763,903,031",,
Others,Others,Others,"9,356,884,426","3,435,978,996",,
,,,"801,100,868,886","870,734,223,835",,
