row_label_raw,row_label_full,Code,ASSETS,Note,End of year VND,Beginning of year VND,numeric__ASSETS,numeric__Note,numeric__End of year VND,numeric__Beginning of year VND
100,100,100,CURRENT ASSETS,,"1,381,711,542,204","1,458,483,967,428",,,,
110,100 > 110,110,Cash and cash equivalents,3,"163,717,707,072","229,105,088,949",,3.0,,
111,111,111,Cash,,"99,909,204,892","71,899,510,569",,,,
112,112,112,Cash equivalents,,"63,808,502,180","157,205,578,380",,,,
120,120,120,Short-term investments,,"239,400,000,000","233,227,700,000",,,,
123,123,123,Investments held to maturity,4(a),"239,400,000,000","233,227,700,000",,,,
130,130,130,Short-term receivables,,"823,295,838,075","829,253,577,813",,,,
131,130 > 131,131,Short-term trade accounts receivable,5,"414,935,591,105","473,901,746,212",,5.0,,
132,130 > 132,132,Short-term prepayments to suppliers,6,"20,528,704,499","15,966,266,230",,6.0,,
135,130 > 135,135,Short-term lending,7,"242,320,000,000","229,320,000,000",,7.0,,
136,136,136,Other short-term receivables,8(a),"146,329,251,106","110,774,766,053",,,,
137,137,137,Provision for doubtful debts – short-term,,"(817,708,635)","(709,200,682)",,,,
140,137 > 140,140,Inventories,9,"118,822,621,030","126,615,321,929",,9.0,,
141,141,141,Inventories,,"155,571,782,030","126,615,321,929",,,,
149,149,149,Provision for decline in value of inventories,,"(36,749,161,000)",-,,,,
150,150,150,Other current assets,,"36,475,376,027","40,282,278,737",,,,
151,151,151,Short-term prepaid expenses,10(a),"21,465,141,796","10,892,515,079",,,,
152,152,152,"Value added tax (""VAT"") to be reclaimed",15(a),"14,876,028,582","28,788,627,746",,,,
153,153,153,Tax and other receivables from the State,15(a),"134,205,649","601,135,912",,,,
