row_label_raw,row_label_full,Phải trả người bán ngắn hạn (Thuyết minh 13),Số cuối năm VND > Phải trả người bán ngắn hạn (Thuyết minh 13),Số đầu năm VND > Phải trả người bán ngắn hạn (Thuyết minh 13),numeric__Số cuối năm VND > Phải trả người bán ngắn hạn (Thuyết minh 13),numeric__Số đầu năm VND > Phải trả người bán ngắn hạn (Thuyết minh 13)
Công ty Cổ phần Xây dựng và Kết cấu Thép Đại Tín,Công ty Cổ phần Xây dựng và Kết cấu Thép Đại Tín,Công ty Cổ phần Xây dựng và Kết cấu Thép Đại Tín,600.000.000,-,600000000.0,
Công ty TNHH Lữ hành Quốc tế TTC,Công ty TNHH Lữ hành Quốc tế TTC,Công ty TNHH Lữ hành Quốc tế TTC,-,72.994.000,,72994000.0
,,,600.000.000,72.994.000,600000000.0,72994000.0
Người mua trả tiền trước ngắn hạn (Thuyết minh 14),Người mua trả tiền trước ngắn hạn (Thuyết minh 14),Người mua trả tiền trước ngắn hạn (Thuyết minh 14),Người mua trả tiền trước ngắn hạn (Thuyết minh 14),Người mua trả tiền trước ngắn hạn (Thuyết minh 14),,
Công ty Cổ phần Biên Hòa - Thành Long,Người mua trả tiền trước ngắn hạn (Thuyết minh 14) > Công ty Cổ phần Biên Hòa - Thành Long,Công ty Cổ phần Biên Hòa - Thành Long,1.437.362.987,1.437.362.987,1437362987.0,1437362987.0
Công ty Cổ phần Khu Công nghiệp Thành Thành Công,Người mua trả tiền trước ngắn hạn (Thuyết minh 14) > Công ty Cổ phần Khu Công nghiệp Thành Thành Công,Công ty Cổ phần Khu Công nghiệp Thành Thành Công,-,492.644.676,,492644676.0
,,,1.437.362.987,1.930.007.663,1437362987.0,1930007663.0
