row_label_raw,row_label_full,col_0,End of year VND,Beginning of year VND,numeric__End of year VND,numeric__Beginning of year VND
Beginning of year,Beginning of year,Beginning of year,"40,751,802,321","37,891,180,434",,
Increases,Increases,Increases,"94,791,522,125","79,955,938,548",,
Allocation in the year,Allocation in the year,Allocation in the year,"(89,661,334,082)","(77,095,316,661)",,
Transfer of a subsidiary,Transfer of a subsidiary,Transfer of a subsidiary,"(91,134,050)",-,,
End of year,End of year,End of year,"45,790,856,314","40,751,802,321",,
