row_label_raw,row_label_full,col_0,Hoạt động sản xuất và bán điện VND,Hoạt động xây lắp VND,Hoạt động cung cấp dịch vụ VND,Hoạt động bán hàng hóa VND,Tổng cộng VND,numeric__Hoạt động sản xuất và bán điện VND,numeric__Hoạt động xây lắp VND,numeric__Hoạt động cung cấp dịch vụ VND,numeric__Hoạt động bán hàng hóa VND,numeric__Tổng cộng VND
Tải sản và công nợ tại ngày 31.12.2023,Tải sản và công nợ tại ngày 31.12.2023,Tải sản và công nợ tại ngày 31.12.2023,Tải sản và công nợ tại ngày 31.12.2023,Tải sản và công nợ tại ngày 31.12.2023,Tải sản và công nợ tại ngày 31.12.2023,Tải sản và công nợ tại ngày 31.12.2023,Tải sản và công nợ tại ngày 31.12.2023,,,,,
Tải sản bộ phận,Tải sản và công nợ tại ngày 31.12.2023 > Tải sản bộ phận,Tải sản bộ phận,14.918.828.285.076,63.309.950.157,165.014.217.717,105.415.321.445,15.252.567.774.395,14918828285076.0,63309950157.0,165014217717.0,105415321445.0,15252567774395.0
Tải sản không phân bổ,Tải sản và công nợ tại ngày 31.12.2023 > Tải sản không phân bổ,Tải sản không phân bổ,-,-,-,-,879.803.132.573,,,,,879803132573.0
Tổng tài sản,Tải sản và công nợ tại ngày 31.12.2023 > Tổng tài sản,Tổng tài sản,,,,,16.132.370.906.968,,,,,16132370906968.0
Công nợ bộ phận,Tải sản và công nợ tại ngày 31.12.2023 > Công nợ bộ phận,Công nợ bộ phận,10.028.410.429.477,23.115.400.542,189.922.912.508,123.059.218.845,10.364.507.961.372,10028410429477.0,23115400542.0,189922912508.0,123059218845.0,10364507961372.0
Công nợ không phân bổ,Tải sản và công nợ tại ngày 31.12.2023 > Công nợ không phân bổ,Công nợ không phân bổ,-,-,-,-,540.553.614,,,,,540553614.0
Tổng công nợ,Tải sản và công nợ tại ngày 31.12.2023 > Tổng công nợ,Tổng công nợ,,,,,10.365.048.514.986,,,,,10365048514986.0
