row_label_raw,row_label_full,col_0,Quyền sử dụng đất VND,Phần mềm máy tính VND,Khác VND,Tổng cộng VND,numeric__Quyền sử dụng đất VND,numeric__Phần mềm máy tính VND,numeric__Khác VND,numeric__Tổng cộng VND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,
Tại ngày đầu năm,Nguyên giá > Tại ngày đầu năm,Tại ngày đầu năm,25.619.130.441,13.575.685.902,171.739.184,39.366.555.527,25619130441.0,13575685902.0,171739184.0,39366555527.0
Mua trong năm,Nguyên giá > Mua trong năm,Mua trong năm,-,50.000.000,-,50.000.000,,50000000.0,,50000000.0
Giảm do chuyển nhượng công ty con,Nguyên giá > Giảm do chuyển nhượng công ty con,Giảm do chuyển nhượng công ty con,-,(35.000.000),-,(35.000.000),,-35000000.0,,-35000000.0
Tại ngày cuối năm,Nguyên giá > Tại ngày cuối năm,Tại ngày cuối năm,25.619.130.441,13.590.685.902,171.739.184,39.381.555.527,25619130441.0,13590685902.0,171739184.0,39381555527.0
Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,Khấu hao lũy kế,,,,
Tại ngày đầu năm,Khấu hao lũy kế > Tại ngày đầu năm,Tại ngày đầu năm,4.058.781.578,9.937.908.307,171.739.184,14.168.429.069,4058781578.0,9937908307.0,171739184.0,14168429069.0
Khấu hao trong năm,Khấu hao lũy kế > Khấu hao trong năm,Khấu hao trong năm,906.183.689,2.897.133.668,-,3.803.317.357,906183689.0,2897133668.0,,3803317357.0
Giảm do chuyển nhượng công ty con,Khấu hao lũy kế > Giảm do chuyển nhượng công ty con,Giảm do chuyển nhượng công ty con,-,(10.989.241),-,(10.989.241),,-10989241.0,,-10989241.0
Tại ngày cuối năm,Khấu hao lũy kế > Tại ngày cuối năm,Tại ngày cuối năm,4.964.965.267,12.824.052.734,171.739.184,17.960.757.185,4964965267.0,12824052734.0,171739184.0,17960757185.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,
Tại ngày đầu năm,Giá trị còn lại > Tại ngày đầu năm,Tại ngày đầu năm,21.560.348.863,3.637.777.595,-,25.198.126.458,21560348863.0,3637777595.0,,25198126458.0
Tại ngày cuối năm,Giá trị còn lại > Tại ngày cuối năm,Tại ngày cuối năm,20.654.165.174,766.633.168,-,21.420.798.342,20654165174.0,766633168.0,,21420798342.0
